Unnamed: 0,Ар1.0,Ар2.0,Ар4.0,Ариск0,Кф,Лат,Овт,ПК0,ВР,target
3519,74817.0,10363.0,2991280.0,74817.0,0.99,319752.0,40575.0,304780.0,0.0,0
3524,2983308.0,381.0,4854.0,2983308.0,1.0,0.0,0.0,0.0,0.0,0
3525,15574887.0,1223007.0,1354533.0,15574887.0,1.0,19593077.0,17932000.0,2861982.0,0.0,0
3527,5190990.0,1607.0,1019836.0,5190990.0,0.99,5254692.0,4179784.0,1617.0,451.04,0
3528,626506.0,29591.0,1452068.0,626506.0,0.75,1035656.0,1405962.0,44179.0,92.86,0
3529,6571792.0,395511.0,4873595.0,6571792.0,1.0,8861351.0,1358614.0,0.0,0.0,0
3533,62213.0,343.0,194098.0,62213.0,0.54,0.0,0.0,0.0,240.11,0
3536,980810.0,447.0,208743.0,980810.0,0.85,0.0,0.0,0.0,0.0,0
356,636167.0,19312.0,764289.0,636167.0,1.0,1200539.0,917743.0,220383.0,2496.11,0
384,209659.0,11695.0,169389.0,209659.0,1.0,0.0,0.0,0.0,0.0,0
415,18670251.0,4920382.0,48436687.0,18670251.0,1.0,63933434.0,74576810.0,489133.0,0.0,0
435,953942.0,89403.0,1333436.0,987453.0,1.12,3247041.0,2347595.0,0.0,4143.0,0
438,943681.0,102060.0,2014243.0,943681.0,1.15,1041009.0,929377.0,539494.0,0.0,0
444,211211.0,2082.0,510259.0,211211.0,0.99,239430.0,254004.0,35005.0,0.0,0
478,1860731.0,110210.0,2307542.0,1860731.0,0.99,3673435.0,1525165.0,113675.0,0.0,0
480,4791091.0,704444.0,11190303.0,4791091.0,1.0,8744019.0,5954504.0,1172917.0,0.0,0
481,2730508.0,271683.0,3711847.0,2730508.0,1.0,4425116.0,5381798.0,2648960.0,0.0,0
485,7886046.0,1030098.0,30620665.0,12546008.0,1.04,17220600.0,18039946.0,1194542.0,42725.2,0
492,2350076.0,6839.0,848825.0,2350076.0,1.0,2375173.0,1057238.0,647818.0,0.0,0
52,1022603.0,8078.0,13561663.0,1022603.0,0.96,2584757.0,3508329.0,425660.0,0.0,0
520,294327.0,162123.0,8364110.0,305674.0,1.0,2914965.0,1281101.0,1008736.0,11771.89,0
53,3861881.0,63320.0,9945945.0,3861881.0,1.0,5817206.0,6783393.0,1218538.0,7101.56,0
537,1035454.0,3720.0,986935.0,1035454.0,1.0,1102970.0,826473.0,64950.0,0.0,0
538,76761.0,1169.0,415700.0,76761.0,1.0,555068.0,176747.0,265958.0,0.0,0
554,2280370.0,778725.0,21459083.0,2280071.0,1.0,7818302.0,13242895.0,10568474.0,26244.24,0
574,569513.0,1807.0,96798.0,569513.0,1.0,638309.0,139981.0,57504.0,0.0,0
575,1153082.0,182.0,474276.0,1153082.0,1.05,1814465.0,122028.0,56027.0,9905.97,0
588,202817132.0,6222996.0,40097878.0,202707481.0,1.0,225672686.0,205390225.0,884691.0,0.0,0
600,2894826.0,93838.0,16483081.0,2894826.0,1.0,16257122.0,18343325.0,2585649.0,0.0,0
604,322063.0,33957.0,1598126.0,322063.0,1.0,1642780.0,1464845.0,12774.0,0.0,0
609,1089009.0,87829.0,3491507.0,1089009.0,0.99,2191521.0,2998164.0,334217.0,0.0,0
646,5590460.0,152703.0,5882174.0,5590460.0,1.0,6591147.0,5104562.0,315439.0,6091.0,0
65,4715917.0,177975.0,20576259.0,4715917.0,1.02,21605572.0,17758942.0,1814691.0,0.0,0
665,286545.0,308908.0,3521665.0,285757.0,0.96,1954060.0,830054.0,1407037.0,0.0,0
67,4280992.0,209.0,8680508.0,4280273.0,1.01,6488993.0,5053375.0,3807839.0,19094.0,0
685,593915.0,0.0,185836.0,593915.0,0.92,651496.0,279349.0,0.0,0.0,0
695,520273.0,28437.0,454214.0,520273.0,1.0,693903.0,504396.0,415504.0,1200.26,0
702,1776787.0,22665.0,7854228.0,1776787.0,0.99,2561212.0,2471809.0,209097.0,0.0,0
760,2869213.0,182192.0,3657317.0,2869213.0,0.99,3267494.0,2309277.0,59001.0,0.0,0
817,172956.0,38543.0,1830880.0,172956.0,1.0,791034.0,495381.0,337711.0,7203.0,0
841,73188.0,2218.0,547772.0,73188.0,0.95,230079.0,165391.0,26215.0,0.0,0
842,534620.0,23572.0,1575438.0,534620.0,0.99,730617.0,917698.0,445334.0,1419.64,0
843,10535915.0,110338.0,16972862.0,10483868.0,1.0,8968907.0,18260680.0,1990114.0,0.0,0
85,308681.0,3.0,822571.0,308681.0,0.98,340455.0,260679.0,78617.0,819.34,0
857,1874730.0,85360.0,1782176.0,1874730.0,0.97,2812148.0,2825168.0,26963.0,0.0,0
874,213390.0,7359.0,709988.0,213390.0,0.99,250022.0,166250.0,139406.0,0.0,0
875,1211760.0,5380.0,980424.0,1211760.0,1.0,1331404.0,1180746.0,199075.0,0.0,0
902,4107618.0,215293.0,6778090.0,4107618.0,1.16,6771461.0,5753594.0,1158746.0,11373.08,0
918,11569260.0,5330923.0,92592466.0,11569260.0,1.0,31088403.0,41302870.0,8180202.0,0.0,0
933,743963.0,3462.0,672847.0,743963.0,1.0,1101535.0,780590.0,75780.0,0.0,0
937,1469116.0,65101.0,943207.0,1519322.0,1.0,2172009.0,1356449.0,121548.0,0.0,0
969,1473477.0,6817.0,378521.0,1473477.0,0.95,2532642.0,593088.0,0.0,3900.0,0
1016,328855.0,3151.0,217889.0,328855.0,1.0,439337.0,112363.0,169649.0,1945.95,0
1027,157362.0,143245.0,299813.0,322831.0,1.01,793860.0,199557.0,149211.0,0.0,0
1046,278002.0,13203.0,215820.0,278002.0,1.0,354808.0,232909.0,150532.0,0.0,0
1049,2725022.0,221185.0,4568484.0,2711894.0,1.0,3714511.0,3291610.0,172015.0,0.0,0
