,Ар1.0,Ар1.1,Ар1.2,Ар2.0,Ар2.1,Ар2.2,Ар3.0,Ар3.1,Ар3.2,Ар4.0,Ар4.1,Ар4.2,Ар5.0,Ар5.1,Ар5.2,Ариск0,БК,Метод,Кф,Кинс,Крд,КРФмп0,КРФрп0,КРФсп0,КРФмп1,КРФрп1,КРФсп1,КРФмп2,КРФрп2,КРФсп2,Кскр,Лам,Лат,ОД,Овм,Овт,ПК0,ПК1,ПК2,РР0,РР1,РР2,ПР0,ПР1,ОПР1,СПР1,ФР1,ОФР1,СФР1,ОПР0,ПР2,ОПР2,СПР2,ФР2,ОФР2,СФР2,СПР0,ФР0,ОФР0,ТР,ОТР,ДТР,ГВР(ТР),ГВР(ВР),ГВР(ПР),ГВР(ФР),СФР0,ВР,АРБ0,АРС0,АРЦК0,АРпр0,АРБ1,АРС1,АРЦК1,АРпр1,АРБ2,АРС2,АРЦК2,АРпр2,АРФЛ,АРкорп,АРМБР,АРМСП,БК2.0,БК2.1,БК2.2,ПК2.0,ПК2.1,ПК2.2,Ф,Кбр,Кр,Кз,Лат1,О,ВО,Лат1.1
567,1406197.0,1406197.0,1406197.0,872411.0,872411.0,872411.0,42447.0,42447.0,42447.0,7526620.0,7236736.0,7236736.0,,,,1826574.0,,1.0,0.98,,4771160.0,,,,,,,,,,9307399.0,1980459.0,7863994.0,1051935.0,5710523.0,7722206.0,580770.0,580770.0,580770.0,3861263.0,3861263.0,3861263.0,308879.0,308879.0,101078.0,207801.0,,,,101078.0,308879.0,101078.0,207801.0,,,,207801.0,,,22.0,18.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,552400.0,,552400.0,11099.0,,11099.0,,,,107740.0,,103720.0,,,,552400.0,490.0,1.0,1.0,,,,,,,,,,,,,510880.0,967665.0,,,512875.0,58091.0,,58091.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,1529169.0,1529169.0,1529169.0,122.0,122.0,122.0,0.0,0.0,0.0,181595.0,102560.0,102560.0,0.0,0.0,0.0,1529169.0,0.0,1.0,1.07,0.0,2397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65967.0,342860.0,1911007.0,0.0,112805.0,116810.0,56213.0,56213.0,56213.0,497824.0,497824.0,497824.0,3929.49,3929.49,216.59,3712.9,24352.84,12176.42,12176.42,216.59,3929.49,216.59,3712.9,24352.84,12176.42,12176.42,3712.9,24352.84,12176.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12176.42,11543.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,236030964.0,236030964.0,236030964.0,2473405.0,2473405.0,2473405.0,612706.0,612706.0,612706.0,36356278.0,35468296.0,35468296.0,,,,235906998.0,,1.0,1.0,,27235674.0,,,,,,,,,,8892991.0,16671513.0,95608404.0,8430515.0,21314793.0,80266094.0,856853.0,856853.0,856853.0,62264.0,62264.0,62264.0,15.92,15.92,1.5,14.42,4965.04,2482.52,2482.52,1.5,15.92,1.5,14.42,4965.04,2482.52,2482.52,14.42,4965.04,2482.52,0.19,0.16,0.03,0.0,0.0,0.0,0.0,2482.52,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,1561397.0,1561397.0,1561397.0,,,,,,,496168.0,496133.0,496133.0,,,,1561397.0,,1.0,0.99,,164652.0,,,,,,,,,,145510.0,138894.0,1566099.0,35240.0,244364.0,256096.0,84565.0,84565.0,84565.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,3175667.0,3175667.0,3175667.0,545726.0,545726.0,545726.0,0.0,0.0,0.0,14309879.0,13790882.0,13790882.0,0.0,0.0,0.0,3175667.0,393360.0,1.0,0.98,0.0,2991176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7847453.0,17923754.0,20836399.0,53840.0,15442117.0,16986565.0,2553858.0,2553858.0,2553858.0,2693945.0,2693945.0,2693945.0,147644.24,147644.24,18588.47,129055.77,67871.36,33935.68,33935.68,18588.47,147644.24,18588.47,129055.77,67871.36,33935.68,33935.68,129055.77,67871.36,33935.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33935.68,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,434275.0,434275.0,434275.0,24035.0,24035.0,24035.0,11319.0,11319.0,11319.0,1522498.0,1209402.0,1209402.0,0.0,0.0,0.0,434275.0,0.0,1.0,1.0,0.0,334199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374778.0,462250.0,1035383.0,243352.0,1188156.0,1213649.0,49384.0,49384.0,49384.0,649627.0,649627.0,649627.0,44509.13,44509.13,10030.82,34478.31,3190.88,1595.44,1595.44,10030.82,44509.13,10030.82,34478.31,3190.88,1595.44,1595.44,34478.31,3190.88,1595.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1595.44,4270.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,1153429.0,,1153429.0,87801.0,,96157.0,,,,3216267.0,,3131028.0,,,,1153429.0,,1.0,0.99,,,,,,,,,,,,,1750725.0,2573034.0,,,2643884.0,367577.0,,367577.0,128356.0,,128356.0,10267.52,0.0,,,0.0,,,10267.52,10267.52,10267.52,0.0,0.94,0.47,0.47,0.0,0.94,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,5532074.0,5532074.0,5532074.0,50754.0,50754.0,50754.0,,,,5693081.0,5620135.0,5620135.0,,,,5532074.0,,1.0,1.0,,2655785.0,,,,,,,,,,2496887.0,1835799.0,5869296.0,3617584.0,3671355.0,4010963.0,189901.0,189901.0,189901.0,35833.0,35833.0,35833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2866.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,8567479.0,8567479.0,8567479.0,107439.0,107439.0,107439.0,5866.0,5866.0,5866.0,20193991.0,19907122.0,19907122.0,,,,8567479.0,200653.0,1.0,1.0,,4252987.0,,,,,,,,,,8713257.0,4032977.0,16172980.0,12876709.0,11990879.0,15288891.0,1548817.0,1548817.0,1548817.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,86241916.0,86241916.0,86241916.0,395479.0,395479.0,395479.0,37.0,37.0,37.0,387690701.0,387690701.0,387690701.0,0.0,0.0,0.0,86149681.0,7748023.0,1.0,0.98,1167000.0,239656767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25270076.0,98357154.0,672055.0,145347719.0,170582602.0,1758767.0,1758767.0,1758767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,321066.0,321066.0,321066.0,259550.0,259550.0,259550.0,,,,3758628.0,3758628.0,3758628.0,,,,320436.0,,1.0,0.97,,1719087.0,,,,,,,,,,3469631.0,566130.0,1807045.0,21748.0,196059.0,599028.0,1659943.0,1659943.0,1659943.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,4211984.0,4211984.0,4211984.0,210.0,210.0,210.0,,,,8672717.0,8626176.0,8626176.0,,,,4211225.0,,1.0,0.94,,7979653.0,,,,,,,,,,2943730.0,5083426.0,5883369.0,3341390.0,4338198.0,4969110.0,3990395.0,3990395.0,3990395.0,379863.0,379863.0,379863.0,2575.0,2575.0,142.0,2433.0,792.0,396.0,396.0,142.0,2575.0,142.0,2433.0,792.0,396.0,396.0,2433.0,792.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,27022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,733282.0,,733282.0,0.0,,0.0,0.0,,0.0,241100.0,,241100.0,0.0,,0.0,733282.0,0.0,1.0,0.9,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,18524.0,818771.0,,,440349.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,476998.0,,476998.0,29199.0,,29199.0,,,,454942.0,,452799.0,,,,476998.0,,1.0,1.0,,,,,,,,,,,,,242243.0,647829.0,,,440564.0,450169.0,,450169.0,13655.0,,13655.0,,,,,,,,,,,,,,,,,,,,,,,,,,1092.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,2279852.0,2279852.0,2279852.0,30070.0,30070.0,30070.0,2978.0,2978.0,2978.0,7286995.0,7259181.0,7259181.0,,,,2279852.0,46255.0,1.0,0.98,,4320897.0,,,,,,,,,,4102822.0,1232039.0,3462269.0,3701913.0,1468069.0,2208536.0,219580.0,219580.0,219580.0,1959197.0,1959197.0,1959197.0,154391.76,154391.76,19143.41,135248.35,2280.98,1140.49,1140.49,19143.41,154391.76,19143.41,135248.35,2280.98,1140.49,1140.49,135248.35,2280.98,1140.49,63.01,52.51,10.5,0.0,0.0,0.0,0.0,1140.49,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,35607950.0,35607950.0,35607950.0,476391.0,476391.0,476391.0,282140.0,282140.0,282140.0,31024435.0,29417050.0,29417050.0,,,,40068285.0,2475.0,1.0,1.0,635557.0,13989563.0,,,,,,,,,,14098602.0,8993786.0,12284251.0,28777934.0,24246301.0,29909480.0,10941953.0,10941953.0,10941953.0,662944.0,662944.0,662944.0,53035.48,53035.48,18320.4,34715.08,,,,18320.4,53035.48,18320.4,34715.08,,,,34715.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,5832540.0,5832540.0,5832540.0,130536.0,130536.0,130536.0,,,,6282730.0,6068808.0,6068808.0,,,,5832540.0,,1.0,0.99,,2740344.0,,,,,,,,,,5835633.0,1824902.0,6916159.0,608056.0,2958260.0,3844240.0,599866.0,599866.0,599866.0,568358.0,568358.0,568358.0,17958.13,17958.13,1670.16,16287.97,27510.5,548.14,26962.36,1670.16,17958.13,1670.16,16287.97,27510.5,548.14,26962.36,16287.97,27510.5,548.14,,,,,,,,26962.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,6085362.0,6085362.0,6085362.0,18328.0,18328.0,18328.0,,,,12374749.0,12119164.0,12119164.0,,,,6085362.0,,1.0,1.08,,5968701.0,,,,,,,,,,9311375.0,1373235.0,8835293.0,3386223.0,4476740.0,6728480.0,1909476.0,1909476.0,1909476.0,5109573.0,5109573.0,5109573.0,408765.8,408765.8,37265.15,371500.65,0.0,0.0,0.0,37265.15,408765.8,37265.15,371500.65,0.0,0.0,0.0,371500.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,3094127.0,3094127.0,3094127.0,179375.0,179375.0,179375.0,163540.0,163540.0,163540.0,3559641.0,3506650.0,3506650.0,,,,3094127.0,38273.0,1.0,0.99,,1848604.0,,,,,,,,,,2726284.0,1940763.0,3294382.0,1257574.0,1889267.0,2542883.0,68053.0,68053.0,68053.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,1132289.0,1132289.0,1132289.0,38024.0,38024.0,38024.0,79429.0,79429.0,79429.0,7607230.0,7345135.0,7345135.0,0.0,0.0,0.0,1166374.0,186140.0,1.0,0.93,0.0,1136804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7190854.0,2267573.0,6788281.0,1637861.0,4553509.0,5862650.0,2460232.0,2460232.0,2460232.0,297827.0,297827.0,297827.0,13432.08,13432.08,4245.52,9186.56,0.0,0.0,0.0,4245.52,13432.08,4245.52,9186.56,0.0,0.0,0.0,9186.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10394.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,775295.0,,775295.0,,,,,,,370601.0,,370601.0,,,,775295.0,,1.0,0.99,,,,,,,,,,,,,775179.0,1429298.0,,,476372.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,1274980.0,,1274980.0,4079.0,,4079.0,,,,3188526.0,,2936617.0,,,,1274980.0,,1.0,0.97,,,,,,,,,,,,,529715.0,1799147.0,,,798278.0,35188.0,,35188.0,287133.0,,287133.0,22970.66,,,,,,,1798.68,22970.66,1798.68,21171.98,,,,21171.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,182600.0,,182600.0,16535.0,,16535.0,,,,1040611.0,,970766.0,,,,182600.0,,1.0,1.01,,,,,,,,,,,,,56974.0,322266.0,,,458577.0,347623.0,,347623.0,15850.0,,15850.0,1268.03,,,,,,,456.49,1268.03,456.49,811.54,,,,811.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,286058.0,,286058.0,,,,,,,322581.0,,217331.0,,,,286058.0,,1.0,1.06,,,,,,,,,,,,,148247.0,338161.0,,,284544.0,40880.0,,40880.0,32175.0,,32175.0,,,,,,,,,,,,,,,,,,,,,,,,,,2574.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,207613.0,207613.0,207613.0,86073.0,86073.0,86073.0,,,,1895076.0,1738339.0,1738339.0,,,,207613.0,,1.0,1.0,149.0,550092.0,,,,,,,,,,1311463.0,578092.0,685934.0,316928.0,234733.0,435081.0,249158.0,249158.0,249158.0,100288.0,100288.0,100288.0,,,,,,,,,,,,,,,,,,161.0,134.0,27.0,,,,,,7862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,184057.0,,184057.0,1441.0,,1441.0,0.0,,0.0,502706.0,,502706.0,0.0,,0.0,184057.0,9357.0,1.0,0.93,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,157725.0,347680.0,,,243630.0,67445.0,,67445.0,23525.0,,23525.0,1882.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,1882.0,306.0,1576.0,0.0,0.0,0.0,1576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,888040.0,,888040.0,14653.0,,14653.0,,,,1427178.0,,1395056.0,,,,888040.0,,1.0,0.98,,,,,,,,,,,,,263644.0,1049446.0,,,747525.0,374333.0,,374333.0,19751.0,,19751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1580.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,4104788.0,4104788.0,4104788.0,121188.0,121188.0,121188.0,94859.0,94859.0,94859.0,17287597.0,16705756.0,16705756.0,,,,4104788.0,90375.0,1.0,1.0,555071.0,10213575.0,,,,,,,,,,5023225.0,12454033.0,13536233.0,453166.0,14316591.0,16053728.0,1946646.0,1946646.0,1946646.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,334072.0,,334072.0,3.0,,3.0,,,,776270.0,,766426.0,,,,334072.0,178.0,1.0,0.98,,,,,,,,,,,,,198406.0,380190.0,,,312278.0,62569.0,,62569.0,6750.0,,6750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,450.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,3110210.0,,3110210.0,8204.0,,8204.0,,,,1515747.0,,1493391.0,,,,3110210.0,,1.0,0.99,,,,,,,,,,,,,836461.0,3345513.0,,,2772307.0,9.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,216095.0,,216095.0,8392.0,,8392.0,,,,816453.0,,816452.0,,,,216095.0,530.0,1.0,0.99,,,,,,,,,,,,,88196.0,339964.0,,,173474.0,183475.0,,183475.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,1082073.0,,1082073.0,2016.0,,2016.0,3250.0,,3250.0,994235.0,,918484.0,,,,1082073.0,,1.0,1.0,,,,,,,,,,,,,353660.0,1174543.0,,,889388.0,85615.0,,85615.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,5047842.0,5047842.0,5047842.0,38801.0,38801.0,38801.0,,,,7273842.0,6965688.0,6965688.0,,,,5047842.0,61980.0,1.0,1.09,100.0,3438020.0,,,,,,,,,,2057797.0,4380778.0,6950255.0,1337659.0,3968087.0,5465122.0,1076234.0,1076234.0,1076234.0,1259592.0,1259592.0,1259592.0,90912.84,90912.84,7398.64,83514.2,0.0,0.0,0.0,7398.64,90912.84,7398.64,83514.2,0.0,0.0,0.0,83514.2,0.0,0.0,0.0,0.0,0.0,0.0,12.63,0.0,0.0,0.0,9854.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,720565.0,720565.0,720565.0,6688.0,6688.0,6688.0,,,,2578831.0,2423456.0,2423456.0,,,,720565.0,,1.0,1.01,,1274888.0,,,,,,,,,,928744.0,435563.0,1079665.0,901808.0,923941.0,1154547.0,45735.0,45735.0,45735.0,115300.0,115300.0,115300.0,9224.0,9224.0,2764.0,6460.0,,,,2764.0,9224.0,2764.0,6460.0,,,,6460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,135435564.0,135435564.0,135435564.0,1395812.0,1395812.0,1395812.0,481633.0,481633.0,481633.0,95440727.0,95267293.0,95267293.0,0.0,0.0,0.0,135375338.0,11199216.0,1.0,1.0,1981352.0,49799074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57467922.0,26150818.0,156374806.0,27099571.0,46133840.0,68415355.0,20554158.0,20554158.0,20554158.0,20847921.0,20847921.0,20847921.0,1582948.5,1582948.5,475052.26,1107896.24,0.0,0.0,0.0,475052.26,1582948.5,475052.26,1107896.24,0.0,0.0,0.0,1107896.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84885.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,19358539.0,19358539.0,19358539.0,3291943.0,3291943.0,3291943.0,0.0,0.0,0.0,92338902.0,90943895.0,90943895.0,0.0,0.0,0.0,19358539.0,299453.0,1.0,1.0,4330.0,74523184.0,,,,,,,,,,27148713.0,20758980.0,35070447.0,25311231.0,24055672.0,34540291.0,7429705.0,7429705.0,7429705.0,6488.0,6488.0,6488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.0,346.0,173.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,1015542.0,,1015542.0,3295.0,,3295.0,,,,339502.0,,283544.0,,,,1015542.0,,1.0,1.0,,,,,,,,,,,,,323743.0,1092457.0,,,642581.0,83522.0,,83522.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,1558043.0,,1558043.0,94081.0,,94081.0,0.0,,0.0,955657.0,,733135.0,0.0,,0.0,1618123.0,0.0,1.0,0.99,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,739588.0,2473629.0,,,1784315.0,221798.0,,221798.0,211448.0,,211448.0,16915.82,0.0,0.0,0.0,0.0,0.0,0.0,3888.35,16915.82,3888.35,13027.47,0.0,0.0,0.0,13027.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,,,,,,,,,,,,,,,,291149494.0,,2.0,1.0,12251171.0,328368470.0,,,,,,,,,,197743419.0,117598774.0,287443744.0,97984539.0,275971521.0,512399003.0,,,,83487306.0,83487306.0,83487306.0,5880553.76,5880553.76,3691768.21,2188785.55,608548.83,175663.17,175663.17,3691768.21,5880553.76,3691768.21,2188785.55,608548.83,175663.17,175663.17,2188785.55,608548.83,175663.17,189881.91,136244.92,53636.99,,,,257222.49,175663.17,,24647276.0,6530769.0,3814544.0,30435065.0,24647276.0,6530769.0,3814544.0,30900176.0,24647276.0,6530769.0,3814544.0,28516960.0,249034351.0,228060887.0,36555.0,192662.0,34458047.0,34458047.0,34458047.0,41437691.0,41437691.0,41437691.0,,,,,,,,
965,165369.0,,165369.0,144840.0,,144840.0,,,,2010927.0,,2000543.0,,,,165369.0,,1.0,0.98,,,,,,,,,,,,,574680.0,1308050.0,,,500384.0,144957.0,,144957.0,2163.0,,2163.0,173.05,173.05,173.05,,,,,173.05,173.05,173.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,1600898.0,1600898.0,1600898.0,1593.0,1593.0,1593.0,0.0,0.0,0.0,186490.0,186490.0,186490.0,0.0,0.0,0.0,1600898.0,0.0,1.0,0.98,0.0,25215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201870.0,1087057.0,2311579.0,78468.0,260484.0,343565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,406366.0,,406366.0,,,,,,,172726.0,,172724.0,,,,406366.0,,1.0,1.12,,,,,,,,,,,,,66019.0,408269.0,,,225457.0,104330.0,,104330.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
