,Ар1.0,Ар1.1,Ар1.2,Ар2.0,Ар2.1,Ар2.2,Ар3.0,Ар3.1,Ар3.2,Ар4.0,Ар4.1,Ар4.2,Ар5.0,Ар5.1,Ар5.2,Ариск0,БК,Метод,Кф,Кинс,Крд,КРФмп0,КРФрп0,КРФсп0,КРФмп1,КРФрп1,КРФсп1,КРФмп2,КРФрп2,КРФсп2,Кскр,Лам,Лат,ОД,Овм,Овт,ПК0,ПК1,ПК2,РР0,РР1,РР2,ПР0,ПР1,ОПР1,СПР1,ФР1,ОФР1,СФР1,ОПР0,ПР2,ОПР2,СПР2,ФР2,ОФР2,СФР2,СПР0,ФР0,ОФР0,ТР,ОТР,ДТР,ГВР(ТР),ГВР(ВР),ГВР(ПР),ГВР(ФР),СФР0,ВР,АРБ0,АРС0,АРЦК0,АРпр0,АРБ1,АРС1,АРЦК1,АРпр1,АРБ2,АРС2,АРЦК2,АРпр2,АРФЛ,АРкорп,АРМБР,АРМСП,БК2.0,БК2.1,БК2.2,ПК2.0,ПК2.1,ПК2.2,Ф,Кбр,Кр,Кз,Лат1,О,ВО,Лат1.1
3500,2250452.0,2250452.0,2250452.0,1252854.0,1252854.0,1252854.0,0.0,0.0,0.0,32183047.0,32308553.0,32308553.0,0.0,0.0,0.0,2250452.0,549818.0,1.0,0.98,0.0,22724740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1639410.0,2695022.0,7222085.0,15052606.0,3844921.0,5012665.0,7925.0,7925.0,7925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3505,250019.0,,250019.0,,,,,,,135058.0,,135058.0,,,,250019.0,560.0,1.0,1.06,,,,,,,,,,,,,,281392.0,,,59127.0,37124.0,,37124.0,31200.0,,31200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3507,101592.0,,101592.0,,,,,,,185175.0,,185175.0,,,,101592.0,,1.0,1.0,,,,,,,,,,,,,101558.0,103315.0,,,18546.0,91932.0,,91932.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3508,20474.0,,,100515.0,,,,,,143156.0,,,,,,20474.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,574990.0,383537.0,,
3509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,895847.0,,1270350.0
3510,11878832.0,,,66959.0,,,0.0,,,1473590.0,,,1310.0,,,11800824.0,117610.0,,0.98,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,12410156.0,7280313.0,0.0,
3511,567447.0,,,27772.0,,,0.0,,,68823.0,,,233.0,,,501897.0,0.0,,0.96,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,751526.0,531560.0,0.0,
3512,737010.0,,,23255.0,,,150.0,,,69857.0,,,0.0,,,737010.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,315.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,834129.0,744440.0,0.0,
3514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,133722.0,,362723.0
3515,2769436.0,2769436.0,2769436.0,1695856.0,1695856.0,1695856.0,705998.0,705998.0,705998.0,9879952.0,9879952.0,9879952.0,0.0,0.0,0.0,2769436.0,84857.0,1.0,1.0,0.0,7775482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11914019.0,3913310.0,12679297.0,1634642.0,5283707.0,13788197.0,144711.0,144711.0,144711.0,93957.0,93957.0,93957.0,7516.52,7516.52,7516.52,0.0,0.0,0.0,0.0,7516.52,7516.52,7516.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3516,238976.0,,238976.0,3962.0,,3962.0,0.0,,0.0,2207475.0,,2207475.0,0.0,,0.0,238976.0,102828.0,1.0,0.98,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,22134.0,325670.0,,,34258.0,588.0,,588.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3787858.0,,4460915.0
3518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,128163.0,,213990.0
3519,323659.0,,323659.0,5892.0,,5892.0,0.0,,0.0,3390001.0,,3390001.0,0.0,,0.0,323659.0,5833.0,1.0,0.99,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,321238.0,626748.0,,,387451.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,,92174.0
3522,981175.0,,,544267.0,,,0.0,,,364981.0,,,0.0,,,981175.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3880409.0,3100118.0,0.0,
3523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,773392.0,,895981.0
3524,2665835.0,,,545.0,,,0.0,,,2242.0,,,0.0,,,2665835.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2638416.0,2161750.0,0.0,
3525,7219476.0,7219476.0,7219476.0,1910058.0,1910058.0,1910058.0,1055430.0,1055430.0,1055430.0,287223.0,287223.0,287223.0,0.0,0.0,0.0,7219476.0,0.0,1.0,1.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2199232.0,4062838.0,12604987.0,0.0,3268549.0,12231937.0,463421.0,463421.0,463421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3527,5639523.0,,5639523.0,1193.0,,1193.0,,,,893662.0,,817726.0,8112.0,,8112.0,5639523.0,,1.0,1.0,,,,,,,,,,,,,,5658154.0,,,4091750.0,13782.0,,13782.0,14845.0,,14845.0,,,,,,,,,,,,,,,,,,,,,,,,,,1187.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3528,1126816.0,,1126816.0,38609.0,,38609.0,,,,1758390.0,,1706944.0,,,,1126816.0,,1.0,0.89,,,,,,,,,,,,,1313786.0,1512871.0,,,1474855.0,44179.0,,44179.0,15395.0,,15395.0,,,,,,,,,,,,,,,,,,,,,,,,,,1231.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3529,4459890.0,4459890.0,4459890.0,825388.0,825388.0,825388.0,23888.0,23888.0,23888.0,5257807.0,5257807.0,5257807.0,0.0,0.0,0.0,4459890.0,42460.0,1.0,1.0,0.0,4321938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4852318.0,946200.0,8648783.0,0.0,27612.0,3843691.0,0.0,0.0,0.0,381089.0,381089.0,381089.0,30487.09,30487.09,3253.79,27233.3,0.0,0.0,0.0,3253.79,30487.09,3253.79,27233.3,0.0,0.0,0.0,27233.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,247736.0,,354099.0
3532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,182808.0,,205259.0
3533,71902.0,,,285.0,,,0.0,,,223759.0,,,0.0,,,71902.0,0.0,,0.39,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10121.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,809.69,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,128089.0,11125.0,0.0,
3535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18301.0,,113494.0
3536,1009417.0,,,408.0,,,0.0,,,208032.0,,,0.0,,,1009417.0,0.0,,0.85,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1191407.0,1087950.0,0.0,
3538,546774.0,,546774.0,57.0,,57.0,,,,151520.0,,151520.0,,,,546774.0,,1.0,0.79,,,,,,,,,,,,,247624.0,690774.0,,,248571.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,,,,,,,,,,,,,,,,661476756.0,,2.0,0.97,162558925.0,2877091800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2402842830.0,633626169.0,1191440157.0,870426149.0,1650360524.0,2451829030.0,,,,160187375.0,160187375.0,160187375.0,7365927.0,7365927.0,2618587.0,4707279.0,1577530.0,712999.0,854804.0,2618587.0,7365927.0,2618587.0,4707279.0,1577530.0,712999.0,854804.0,4707279.0,1577530.0,712999.0,282880.0,398.0,282482.0,0.0,70720.0,40061.0,9727.0,854804.0,3588653.0,41638442.0,53619670.0,15571567.0,138755475.0,41638442.0,53619670.0,15571567.0,141234161.0,41638442.0,53619670.0,15571567.0,141234161.0,468723788.0,2667181592.0,0.0,0.0,460627489.0,460627489.0,460627489.0,670324101.0,670324101.0,670324101.0,,,,,,,,
356,923215.0,,923215.0,19061.0,,19061.0,22560.0,,22560.0,737191.0,,686737.0,,,,923215.0,,1.0,1.0,,,,,21228.0,,,,,,21228.0,,551419.0,1440450.0,,,1110583.0,283283.0,,283283.0,163843.0,,163843.0,9115.81,0.0,,,0.0,,,920.4,9115.81,920.4,8195.41,1475.94,737.97,737.97,8195.41,1475.94,737.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737.97,2515.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,582205.0,,,4728.0,,,0.0,,,245006.0,,,0.0,,,582205.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,830913.0,711826.0,0.0,
415,19818410.0,19818410.0,19818410.0,2007695.0,2007695.0,2007695.0,363448.0,363448.0,363448.0,50880226.0,50880226.0,50880226.0,,,,19818410.0,45525.0,1.0,1.0,,8996174.0,,,,,,,,,,32550989.0,26638768.0,55779470.0,1406869.0,28559652.0,71113666.0,1015545.0,1015545.0,1015545.0,1647025.0,1647025.0,1647025.0,131762.0,131762.0,78979.0,52783.0,0.0,0.0,0.0,78979.0,131762.0,78979.0,52783.0,0.0,0.0,0.0,52783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,44147077.0,44147077.0,44147077.0,15281845.0,15281845.0,15281845.0,243744.0,243744.0,243744.0,95189153.0,95104778.0,95104778.0,,,,44147077.0,,1.0,1.15,649380.0,46146874.0,,,1390214.0,,,1390214.0,,,1390214.0,55431864.0,18863037.0,51717090.0,76123809.0,35962589.0,54952078.0,13424433.0,13424433.0,13424433.0,6008490.0,6008490.0,6008490.0,480520.17,480520.17,480515.5,0.0,0.0,0.0,0.0,480515.5,480520.17,480515.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.06,0.16,158.9,0.0,0.0,4.67,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,315203.0,315203.0,315203.0,14643.0,14643.0,14643.0,109256.0,109256.0,109256.0,1088534.0,1087620.0,1087620.0,0.0,0.0,0.0,423497.0,11429.0,1.0,1.16,0.0,3809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985931.0,1819287.0,3868341.0,0.0,3168958.0,2838162.0,4750.0,4750.0,4750.0,269050.0,269050.0,269050.0,16049.0,16049.0,1673.0,14376.0,0.0,0.0,0.0,1673.0,16049.0,1673.0,14376.0,0.0,0.0,0.0,14376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,69537983.0,69537983.0,69537983.0,4256542.0,4256542.0,4256542.0,13329.0,13329.0,13329.0,335364350.0,331494897.0,331494897.0,0.0,0.0,0.0,102370363.0,397320.0,1.0,1.04,5547985.0,168712992.0,,,15507548.0,,,15507548.0,,,15507548.0,144711823.0,107148491.0,158775756.0,38312532.0,226289744.0,316500912.0,14307516.0,14307516.0,14307516.0,23093230.0,23093230.0,23093230.0,1343239.22,1343239.22,1293705.34,49533.88,254328.91,180520.76,73745.61,1293705.34,1343239.22,1293705.34,49533.88,254328.91,180520.76,73745.61,49533.88,254328.91,180520.76,23592.07,19660.06,3932.01,0.0,12133.52,0.0,62.54,73745.61,226298.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,979815.0,,979815.0,71934.0,,71934.0,,,,2387797.0,,2248748.0,,,,979815.0,,1.0,1.14,,,,,,,,,,,,,599390.0,1264663.0,,,883067.0,467798.0,,467798.0,140875.0,,140875.0,0.0,,,,,,,0.0,0.0,0.0,0.0,11270.0,5635.0,5635.0,0.0,11270.0,5635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5635.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,394340.0,,394340.0,184.0,,184.0,,,,392374.0,,317135.0,,,,394340.0,,1.0,0.99,,,,,,,,,,,,,139727.0,439311.0,,,275929.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,2661103.0,2661103.0,2661103.0,79882.0,79882.0,79882.0,6063.0,6063.0,6063.0,2220855.0,2220855.0,2220855.0,,,,2661103.0,,1.0,0.98,,442301.0,,,,,,,,,,1794409.0,1367078.0,3932274.0,27000.0,1320203.0,2063982.0,64949.0,64949.0,64949.0,270138.0,270138.0,270138.0,21611.0,21611.0,3290.0,18321.0,0.0,0.0,0.0,3290.0,21611.0,3290.0,18321.0,0.0,0.0,0.0,18321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,4812089.0,4812089.0,4812089.0,783424.0,783424.0,783424.0,11017.0,11017.0,11017.0,9867940.0,9523813.0,9523813.0,,,,4812089.0,,1.0,1.0,,6539364.0,,,,,,,,,,4901027.0,4181911.0,9071678.0,1944567.0,5797451.0,6151735.0,1493278.0,1493278.0,1493278.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,1853287.0,1853287.0,1853287.0,9496.0,9496.0,9496.0,,,,3271070.0,3216849.0,3216849.0,,,,1853287.0,,1.0,1.0,,1781646.0,,,,,,,,,,2033951.0,1829362.0,2539364.0,1970137.0,1767373.0,2239881.0,2289933.0,2289933.0,2289933.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,6529472.0,6529472.0,6529472.0,863763.0,863763.0,863763.0,145441.0,145441.0,145441.0,31188503.0,29267928.0,29267928.0,0.0,0.0,0.0,12888030.0,430753.0,1.0,1.02,,13862544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9492858.0,11650107.0,17254478.0,860959.0,11744905.0,17388568.0,628047.0,628047.0,628047.0,4961781.0,4961781.0,4961781.0,357771.29,357771.29,102992.62,254778.67,953.04,476.52,476.52,102992.62,357771.29,102992.62,254778.67,953.04,476.52,476.52,254778.67,953.04,476.52,3287.51,2739.59,547.92,,,,,476.52,34930.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,2295256.0,,2295256.0,9138.0,,9138.0,0.0,,0.0,1359352.0,,1357940.0,0.0,,0.0,2295256.0,,1.0,1.0,,,,,,,,,,,,,,2728376.0,,,1651218.0,764610.0,,764610.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,6062171.0,6062171.0,6062171.0,188892.0,188892.0,188892.0,14156.0,14156.0,14156.0,20061025.0,19177406.0,19177406.0,,,,26232079.0,33250.0,1.0,1.0,,7113906.0,,,,,,,,,,9772094.0,25075194.0,29605238.0,3195607.0,14575596.0,20642155.0,1343955.0,1343955.0,1343955.0,1747194.0,1747194.0,1747194.0,138948.08,138948.08,38592.14,100355.94,,,,38592.14,138948.08,38592.14,100355.94,,,,100355.94,,,827.47,689.56,137.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,187955.0,,,3063.0,,,,,,198933.0,,,,,,187955.0,21245.0,,1.08,,,,,,,,,,,,,,,,,,124188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,69289.0,253243.0,242547.0,,
52,1261594.0,1261594.0,1261594.0,8964.0,8964.0,8964.0,,,,8160492.0,8160368.0,8160368.0,,,,1261594.0,,1.0,0.97,,26952.0,,,,,,,,,,7184308.0,766434.0,2260153.0,414570.0,1778551.0,2571358.0,454823.0,454823.0,454823.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,334237.0,334237.0,334237.0,270941.0,270941.0,270941.0,0.0,0.0,0.0,8123177.0,8101425.0,8101425.0,0.0,0.0,0.0,345837.0,2217487.0,1.0,1.0,658660.0,2390073.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11026900.0,525029.0,2933575.0,5167903.0,769717.0,1246619.0,901724.0,901724.0,901724.0,4597130.0,4597130.0,4597130.0,354353.36,354353.36,87472.49,266880.87,941.12,470.56,470.56,87472.49,354353.36,87472.49,266880.87,941.12,470.56,470.56,266880.87,941.12,470.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.56,12475.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,,,,,,,,,,,,,,,,1642299.0,,2.0,0.98,,999646.0,,,,,,,,,,2640766.0,2625948.0,2882704.0,1630429.0,1034395.0,1215676.0,,,,54003.0,54003.0,54003.0,,,,,,,,,,,,,,,,,,,,,,,,,,4320.24,305739.0,,253377.0,627767.0,305739.0,,253377.0,627767.0,305739.0,,253377.0,557139.0,1093969.0,1987368.0,,,,,,300852.0,300852.0,300852.0,,,,,,,,
53,3712470.0,3712470.0,3712470.0,99270.0,99270.0,99270.0,,,,10200089.0,9900036.0,9900036.0,,,,3712470.0,139563.0,1.0,1.0,,1927403.0,,,,,,,,,,9886961.0,3167209.0,6585832.0,769861.0,5886494.0,5738005.0,912124.0,912124.0,912124.0,2239195.0,2239195.0,2239195.0,164376.24,164376.24,36185.66,128190.58,7042.84,3521.42,3521.42,36185.66,164376.24,36185.66,128190.58,7042.84,3521.42,3521.42,128190.58,7042.84,3521.42,3208.21,2673.51,534.7,,,,,3521.42,4508.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,1129091.0,,1129091.0,3416.0,,3416.0,,,,854147.0,,796626.0,,,,1129091.0,3550.0,1.0,1.0,,,,,,,,,,,,,344187.0,1184164.0,,,737557.0,69737.0,,69737.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,82203.0,,82203.0,1640.0,,1640.0,0.0,,0.0,653339.0,,628515.0,0.0,,0.0,82203.0,0.0,1.0,1.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,187338.0,561308.0,,,256773.0,259339.0,,259339.0,4572.0,,4572.0,365.76,0.0,0.0,0.0,0.0,0.0,0.0,365.76,365.76,365.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,3584372.0,3584372.0,3584372.0,724775.0,724775.0,724775.0,297262.0,297262.0,297262.0,16871319.0,16577903.0,16577903.0,,,,3584266.0,,1.0,1.0,1358545.0,8317350.0,,,,,,,,,,17162543.0,5520305.0,8514368.0,1532947.0,7318600.0,8529465.0,9717430.0,9717430.0,9717430.0,8609224.0,8609224.0,8609224.0,517698.6,517698.6,85291.54,432407.06,147488.98,73744.49,73744.49,85291.54,517698.6,85291.54,432407.06,147488.98,73744.49,73744.49,432407.06,147488.98,73744.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73744.49,23550.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
