,Ар1.0,Ар1.1,Ар1.2,Ар2.0,Ар2.1,Ар2.2,Ар3.0,Ар3.1,Ар3.2,Ар4.0,Ар4.1,Ар4.2,Ар5.0,Ар5.1,Ар5.2,Ариск0,БК,Кф,Кинс,Крд,КРФмп0,КРФрп0,КРФсп0,КРФмп1,КРФрп1,КРФсп1,КРФмп2,КРФрп2,КРФсп2,Крис,Кскр,Лам,Лат,ОД,Овм,Овт,ПК0,ПК1,ПК2,РР0,РР1,РР2,ПР0,ПР1,ОПР1,СПР1,ФР1,ОФР1,СФР1,ОПР0,ПР2,ОПР2,СПР2,ФР2,ОФР2,СФР2,СПР0,ФР0,ОФР0,ТР,ОТР,ДТР,ГВР(ТР),ГВР(ВР),ГВР(ПР),ГВР(ФР),СФР0,ВР,Ф,Кбр,Кр,Кз,Лат1,О,ВО,Лат1.1
3124,5501592.0,5501592.0,5501592.0,58851.0,58851.0,58851.0,0.0,0.0,0.0,15226132.0,15061367.0,15061367.0,0.0,0.0,0.0,5501592.0,0.0,1.01,188300.0,6530505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1519.0,19511419.0,2708590.0,5949165.0,513336.0,6583309.0,8374171.0,7254361.0,7254361.0,7254361.0,50745.0,50745.0,50745.0,4059.63,4059.63,4059.63,0.0,0.0,0.0,0.0,4059.63,4059.63,4059.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3136,27562.0,,27562.0,6118.0,,6118.0,,,,321637.0,,254716.0,,,,27562.0,,0.95,,,,,,,,,,,,,,35204.0,85807.0,,,51710.0,61736.0,,61736.0,31330.0,,31330.0,200.26,,,,,,,184.19,200.26,184.19,16.07,,,,16.07,,,,,,,,,,,2306.15,,,,,,,,
3138,674643.0,674643.0,674643.0,91625.0,91625.0,91625.0,0.0,0.0,0.0,6755223.0,6755223.0,6755223.0,0.0,0.0,0.0,674643.0,0.0,1.02,0.0,4642265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16460.0,373161.0,861646.0,1099127.0,4014529.0,715626.0,939789.0,1324314.0,1324314.0,1324314.0,58284.0,58284.0,58284.0,4662.68,4662.68,2731.23,1931.45,0.0,0.0,0.0,2731.23,4662.68,2731.23,1931.45,0.0,0.0,0.0,1931.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
316,10567893.0,10567893.0,10567893.0,277281.0,277281.0,277281.0,369785.0,369785.0,369785.0,204687613.0,206030072.0,206030072.0,0.0,0.0,0.0,27281645.0,6809061.0,1.0,13900.0,103731163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214366.0,1277323.0,29132000.0,48383096.0,34813994.0,53361012.0,65420290.0,1200738.0,1200738.0,1200738.0,302814.0,302814.0,302814.0,24225.12,24225.12,24225.12,0.0,0.0,0.0,0.0,24225.12,24225.12,24225.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3161,3483927.0,3483927.0,3483927.0,266457.0,266457.0,266457.0,,,,4667723.0,4500066.0,4500066.0,,,,3483927.0,,1.0,,3545521.0,,,,,,,,,,8682.0,1328703.0,1748407.0,3128742.0,2916967.0,4776906.0,4870726.0,715800.0,715800.0,715800.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3166,24533038.0,,,1115518.0,,,,,,8098436.0,,,,,,25709959.0,1328770.0,1.0,,,,,,,,,,,,,,,,,,,401681.0,,,2593321.0,,,207465.71,,,,,,,65020.48,,,,,,,142445.23,,,,,,,,,,,,,,,,36844298.0,29273736.0,,
3172,2439912.0,2439912.0,2439912.0,66550.0,66550.0,66550.0,0.0,0.0,0.0,760203.0,760203.0,760203.0,0.0,0.0,0.0,2439912.0,6545.0,0.99,0.0,267100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2514.0,646784.0,2306387.0,3109441.0,0.0,1713947.0,1772494.0,374290.0,374290.0,374290.0,30706.0,30706.0,30706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2456.46,,,,,,,,
3173,671780.0,671780.0,671780.0,5580.0,5580.0,5580.0,,,,583140.0,583140.0,583140.0,,,,671780.0,27193.0,1.04,,13784.0,,,,,,,,,,28.0,1331476.0,787905.0,1070631.0,240712.0,330300.0,665685.0,,,,1330686.0,1330686.0,1330686.0,102981.28,102981.28,30122.28,72859.0,0.0,0.0,0.0,30122.28,102981.28,30122.28,72859.0,0.0,0.0,0.0,72859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3473.58,,,,,,,,
3175,1524285.0,1524285.0,1524285.0,1332.0,1332.0,1332.0,0.0,0.0,0.0,2467820.0,2467820.0,2467820.0,0.0,0.0,0.0,1524285.0,10025.0,0.78,0.0,600727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14533.0,2212482.0,1257769.0,2913799.0,7000.0,1963308.0,2076965.0,70852.0,70852.0,70852.0,269245.0,269245.0,269245.0,18636.41,18636.41,3521.79,15114.62,0.0,0.0,0.0,3521.79,18636.41,3521.79,15114.62,0.0,0.0,0.0,15114.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2903.22,,,,,,,,
3176,9014357.0,9014357.0,9014357.0,1147886.0,1147886.0,1147886.0,5195.0,5195.0,5195.0,44373107.0,44349574.0,44349574.0,0.0,0.0,0.0,9014357.0,26913012.0,1.0,2153041.0,26277379.0,,,44458.0,,,45434.0,,,45434.0,202319.0,51769076.0,1121894.0,8859649.0,13140029.0,4972977.0,12013491.0,9286758.0,9316175.0,9316175.0,6472867.0,6472867.0,6472867.0,5164.43,5164.43,926.95,4237.48,0.0,0.0,0.0,926.95,5164.43,926.95,4237.48,0.0,0.0,0.0,4237.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512664.94,,,,,,,,
3184,122617.0,,122617.0,,,,,,,277425.0,,202772.0,,,,122617.0,,1.0,,,,,,,,,,,,,,22526.0,123542.0,,,54266.0,77489.0,,77489.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,
3185,1239658.0,1239658.0,1239658.0,97987.0,97987.0,97987.0,0.0,0.0,0.0,4440037.0,4440037.0,4440037.0,0.0,0.0,0.0,1239658.0,0.0,1.0,0.0,1137375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14577.0,4332771.0,1040488.0,3010577.0,20535.0,1341645.0,1736759.0,1673408.0,1673408.0,1673408.0,1198607.0,1198607.0,1198607.0,95391.54,95391.54,15792.54,79599.0,0.0,0.0,0.0,15792.54,95391.54,15792.54,79599.0,0.0,0.0,0.0,79599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.0,,,,,,,,
3194,256596.0,256596.0,256596.0,6650.0,6650.0,6650.0,,,,2182606.0,2182606.0,2182606.0,,,,256596.0,,1.2,,70988.0,,,,,,,,,,1221.0,614467.0,2540454.0,2763885.0,,1557825.0,1648236.0,189227.0,189277.0,189227.0,1917963.0,1917963.0,1917963.0,142609.0,142609.0,142609.0,,,,,142609.0,142609.0,142609.0,,,,,,,,,,,,,,,,10828.0,,,,,,,,
3202,571306.0,571306.0,571306.0,37705.0,37705.0,37705.0,0.0,0.0,0.0,1103869.0,1101138.0,1101138.0,0.0,0.0,0.0,571306.0,0.0,0.92,0.0,1647034.0,,,,,,,,,,6218.0,5273405.0,506729.0,920687.0,0.0,328141.0,345916.0,1098444.0,1098444.0,1098444.0,95986.0,95986.0,95986.0,220.7,220.7,220.7,0.0,0.0,0.0,0.0,220.7,220.7,220.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7458.14,,,,,,,,
3207,243845.0,,243845.0,45794.0,,45794.0,0.0,,0.0,525322.0,,525322.0,0.0,,0.0,292450.0,0.0,1.02,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,385707.0,453807.0,,,451880.0,223950.0,,223950.0,2543.0,,2543.0,203.44,0.0,0.0,0.0,0.0,0.0,0.0,203.44,203.44,203.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3209,1595586.0,,1595586.0,9470.0,,9470.0,0.0,,0.0,179065.0,,128246.0,0.0,,0.0,1595586.0,0.0,1.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,595129.0,1611146.0,,,1259330.0,12302.0,,12302.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3214,354038.0,,354038.0,24.0,,24.0,0.0,,0.0,328256.0,,327246.0,0.0,,0.0,354038.0,0.0,1.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,203943.0,406493.0,,,53536.0,32094.0,,32094.0,51934.0,,51934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4154.73,,,,,,,,
3223,679393.0,,679393.0,,,,,,,1488582.0,,1461452.0,,,,679393.0,,0.99,,,,,,,,,,,,,,209504.0,723783.0,,,412569.0,426095.0,,426095.0,13151.0,,13151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1052.08,,,,,,,,
3224,364018.0,364018.0,364018.0,84553.0,84553.0,84553.0,1.0,1.0,1.0,65391.0,65391.0,65391.0,0.0,0.0,0.0,364018.0,4395.0,1.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22197.0,3887030.0,6650968.0,0.0,2636884.0,5424706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3231,492664.0,,492664.0,56909.0,,56909.0,0.0,,0.0,333632.0,,333632.0,0.0,,0.0,492664.0,0.0,0.99,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,665457.0,863688.0,,,757664.0,191118.0,,191118.0,28660.0,,28660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2292.79,,,,,,,,
3235,579190.0,579190.0,579190.0,8067767.0,8067767.0,8067767.0,4556.0,4556.0,4556.0,212038.0,173428.0,173428.0,,,,579190.0,,2.24,,2337828.0,,,,,,,,,,3525.0,8471826.0,28053564.0,31229133.0,415718.0,15615936.0,37704429.0,20733.0,20733.0,20733.0,12374.0,12374.0,12374.0,989.9,989.9,989.9,,,,,989.9,989.9,989.9,,,,,,,,,,,,,,,,,,,,,,,,
3242,56213.0,,,184062.0,,,0.0,,,16696.0,,,0.0,,,56213.0,1007.0,0.99,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986399.0,712165.0,0.0,
3245,641698.0,641698.0,641698.0,13479.0,13479.0,13479.0,,,,5060253.0,5060253.0,5060253.0,,,,641698.0,,1.0,,387239.0,,,,,,,,,,1199.0,3507675.0,551446.0,976886.0,88307.0,2173246.0,1867139.0,90291.0,90291.0,90291.0,294605.0,294605.0,294605.0,23568.42,23568.42,5146.47,18421.95,0.0,0.0,0.0,5146.47,23568.42,5146.47,18421.95,0.0,0.0,0.0,18421.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3247,2756319.0,2756319.0,2756319.0,19516.0,19516.0,19516.0,0.0,0.0,0.0,1197075.0,1197075.0,1197075.0,0.0,0.0,0.0,2756319.0,39873.0,1.0,0.0,748688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,1281108.0,449916.0,2853217.0,155830.0,422475.0,972808.0,413841.0,413841.0,413841.0,102478.0,102478.0,102478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8198.21,,,,,,,,
3251,429403901.0,429403901.0,429403901.0,5443035.0,5443035.0,5443035.0,5679643.0,5679643.0,5679643.0,639418951.0,638124643.0,638124643.0,57533.0,57533.0,57533.0,429403901.0,27400223.0,1.0,2923557.0,360155056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828586.0,269298125.0,353611689.0,697981536.0,88290492.0,554436521.0,681601498.0,64881063.0,64881063.0,64881063.0,79763230.0,79763230.0,79763230.0,3947293.48,3947293.48,1618569.48,2328724.0,0.0,0.0,0.0,1618569.48,3947293.48,1618569.48,2328724.0,0.0,0.0,0.0,2328724.0,0.0,0.0,542.04,451.7,90.34,0.0,0.0,0.0,0.0,0.0,2433222.88,,,,,,,,
3252,1875231.0,1875231.0,1875231.0,456305.0,456305.0,456305.0,,,,29523710.0,29610543.0,29610543.0,,,,1875231.0,,1.0,,21153077.0,,,,,,,,,,8490.0,35751727.0,3999747.0,5423873.0,27484194.0,2113835.0,4119814.0,7454674.0,7476016.0,7476016.0,714382.0,714382.0,714382.0,55949.52,55949.52,6108.3,49841.22,,,,6108.3,55949.52,6108.3,49841.22,,,,49841.22,,,,,,,,,,,1201.06,,,,,,,,
3255,26509814.0,26509814.0,26509814.0,1322889.0,1322889.0,1322889.0,2353221.0,2353221.0,2353221.0,142102861.0,142985248.0,142985248.0,2.0,2.0,2.0,26509874.0,9567575.0,1.0,1615275.0,88731379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165665.0,86870124.0,10494316.0,22839763.0,7462710.0,45865424.0,68725131.0,19951729.0,19951729.0,19951729.0,7596834.0,7596834.0,7596834.0,578480.72,578480.72,93144.13,485336.59,22311.48,11155.74,11155.74,93144.13,578480.72,93144.13,485336.59,22311.48,11155.74,11155.74,485336.59,22311.48,11155.74,6954.54,200.76,6753.78,0.0,0.0,0.0,0.0,11155.74,0.0,,,,,,,,
3257,341247.0,,341247.0,106144.0,,106144.0,0.0,,0.0,945985.0,,945985.0,0.0,,0.0,341247.0,0.0,0.97,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,589386.0,1171382.0,,,904591.0,212698.0,,212698.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3265,507250.0,,507250.0,63936.0,,63936.0,,,,2541855.0,,2541723.0,,,,507250.0,,0.99,,,,,,,,,,,,,,729440.0,918458.0,,,1543714.0,1240651.0,,1240651.0,14119.0,,14119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1129.52,,,,,,,,
3266,3159147.0,3159147.0,3159147.0,45409.0,45409.0,45409.0,0.0,0.0,0.0,18210071.0,17865314.0,17865314.0,128.0,128.0,128.0,4106442.0,38053.0,1.0,0.0,7952827.0,0.0,0.0,430733.0,0.0,0.0,430733.0,0.0,0.0,430733.0,132076.0,22902438.0,1189059.0,2611477.0,454833.0,3851667.0,4489944.0,5699777.0,5699777.0,5699777.0,1158466.0,1158466.0,1158466.0,49117.61,49117.61,40592.25,8525.36,2736.64,1368.32,1368.32,40592.25,49117.61,40592.25,8525.36,2736.64,1368.32,1368.32,8525.36,2736.64,1368.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1368.32,40823.04,,,,,,,,
3269,1437537.0,1437537.0,1437537.0,79646.0,79646.0,79646.0,,,,5486062.0,5285436.0,5285436.0,,,,1437537.0,659408.0,1.0,,4198862.0,,,,,,,,,,20344.0,2014862.0,1328842.0,4152092.0,1507376.0,2829087.0,3353836.0,1228337.0,1228337.0,1228337.0,1779788.0,1779788.0,1779788.0,142201.0,142201.0,28506.0,113695.0,182.0,91.0,91.0,28506.0,142201.0,28506.0,113695.0,182.0,91.0,91.0,113695.0,182.0,91.0,,,,,,,,91.0,0.0,,,,,,,,
3271,578632.0,,578632.0,94190.0,,94190.0,5371.0,,5371.0,746595.0,,702858.0,0.0,,0.0,578632.0,0.0,0.97,,,,,,,,,,,,,,305793.0,880439.0,,,641375.0,33655.0,,33655.0,94488.0,,94488.0,6960.95,,,,,,,301.9,6960.95,301.9,6659.05,598.12,299.06,299.06,6659.05,598.12,299.06,,,,,,,,299.06,0.0,,,,,,,,
3279,14965920.0,14965920.0,14965920.0,2040442.0,2040442.0,2040442.0,0.0,0.0,0.0,113528673.0,112505813.0,112505813.0,0.0,0.0,0.0,14965920.0,2460603875.0,0.95,188872520.0,173947432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56471.0,512831512.0,7764124.0,32840915.0,1684011318.0,15902282.0,16330917.0,216611663.0,216611663.0,216611663.0,89544388.0,89544388.0,89544388.0,1090157.57,1090157.57,291511.84,798645.73,69699.32,34849.66,34849.66,291511.84,1090157.57,291511.84,798645.73,69699.32,34849.66,34849.66,798645.73,69699.32,34849.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34849.66,6003694.11,,,,,,,,
328,216211580.0,216211580.0,216211580.0,29344705.0,29344705.0,29344705.0,282661.0,282661.0,282661.0,391163519.0,389824780.0,389824780.0,0.0,0.0,0.0,223981847.0,9985375.0,1.03,6809280.0,264654917.0,0.0,193338.0,15007178.0,0.0,193338.0,15007178.0,0.0,193338.0,15007178.0,296152.0,381473081.0,161802555.0,180771744.0,111006573.0,374698625.0,515298284.0,59927279.0,59927279.0,59927279.0,46341595.0,46341595.0,46341595.0,2091773.14,2091773.14,527072.71,1564700.43,1409922.6,704961.3,704961.3,527072.71,2091773.14,527072.71,1564700.43,1409922.6,704961.3,704961.3,1564700.43,1409922.6,704961.3,565.98,450.0,115.98,0.0,0.0,0.0,0.0,704961.3,205065.91,,,,,,,,
3287,38467729.0,38467729.0,38467729.0,6498505.0,6498505.0,6498505.0,2347269.0,2347269.0,2347269.0,448332971.0,447714535.0,447714535.0,0.0,0.0,0.0,38467729.0,983968.0,1.0,3931134.0,246799840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537304.0,286517712.0,141721806.0,192813803.0,37215277.0,189098984.0,244424502.0,97069307.0,97069307.0,97069307.0,1433381.0,1433381.0,1433381.0,114341.49,114341.49,21206.62,93134.87,0.0,0.0,0.0,21206.62,114341.49,21206.62,93134.87,0.0,0.0,0.0,93134.87,0.0,0.0,329.02,0.0,329.02,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3290,36051585.0,36051585.0,36051585.0,5745727.0,5745727.0,5745727.0,35565.0,35565.0,35565.0,6953911.0,6953911.0,6953911.0,0.0,0.0,0.0,36051585.0,0.0,1.04,0.0,254728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17161477.0,19948829.0,65798708.0,78323.0,24471657.0,57468377.0,1921336.0,1921336.0,1921336.0,5390812.0,5390812.0,5390812.0,431264.99,431264.99,431264.99,0.0,0.0,0.0,0.0,431264.99,431264.99,431264.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3292,131150808.0,131150808.0,131150808.0,22163079.0,22163079.0,22163079.0,2774359.0,2774359.0,2774359.0,308877145.0,303066922.0,303066922.0,0.0,0.0,0.0,184533064.0,16761926.0,0.91,2807507.0,421143103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471441.0,239324195.0,150693104.0,336508479.0,10971533.0,699214399.0,813352839.0,11058401.0,11058401.0,11058401.0,61192743.0,61192743.0,61192743.0,3770442.02,3770442.02,2328943.45,1441498.57,0.0,0.0,0.0,2328943.45,3770442.02,2328943.45,1441498.57,0.0,0.0,0.0,1441498.57,0.0,0.0,446.8,372.33,74.47,0.0,20199.58,0.0,0.0,0.0,1124530.6,,,,,,,,
3293,5754096.0,5754096.0,5754096.0,46791.0,46791.0,46791.0,4072.0,4072.0,4072.0,1402796.0,1402796.0,1402796.0,0.0,0.0,0.0,5754096.0,14198.0,1.0,0.0,709537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1956.0,1408994.0,3233775.0,6977798.0,46939.0,2485237.0,2499379.0,417674.0,417674.0,417674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3294,18197093.0,,,16209690.0,,,0.0,,,4223525.0,,,0.0,,,18197093.0,120070.0,1.52,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4023.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141269342.0,136599868.0,0.0,
3296,158429.0,158429.0,158429.0,110465.0,110465.0,110465.0,0.0,0.0,0.0,936107.0,874895.0,874895.0,0.0,0.0,0.0,158429.0,0.0,0.98,0.0,735905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1795.0,1137382.0,687021.0,801493.0,23408.0,429376.0,460649.0,176333.0,176333.0,176333.0,186711.0,186711.0,186711.0,14744.0,14744.0,4487.0,10257.0,0.0,0.0,0.0,4487.0,14744.0,4487.0,10257.0,0.0,0.0,0.0,10257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.88,,,,,,,,
3298,55574.0,,55574.0,,,,,,,536050.0,,536050.0,,,,55574.0,,,,,,,,,,,,,,,,,99805.0,,,24861.0,200904.0,,200904.0,37535.0,,37535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3002.78,,,,,,,,
330,649109.0,649109.0,649109.0,954.0,954.0,954.0,,,,1057499.0,1046543.0,1046543.0,,,,649109.0,38202.0,1.0,,649974.0,,,,,,,,,,12286.0,879355.0,285077.0,756624.0,,475750.0,686067.0,135292.0,135292.0,135292.0,133424.0,133424.0,133424.0,7887.52,7887.52,1792.07,6095.45,2786.42,1393.21,1393.21,1792.07,7887.52,1792.07,6095.45,2786.42,1393.21,1393.21,6095.45,2786.42,1393.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1393.21,0.0,,,,,,,,
3300,3357663.0,3357663.0,3357663.0,15933.0,15933.0,15933.0,,,,7576826.0,7576826.0,7576826.0,,,,3357663.0,5078.0,0.98,,5142754.0,,,,,,,,,,13316.0,5074611.0,3318041.0,8058716.0,6427215.0,1798781.0,3072232.0,478631.0,478631.0,478631.0,2019267.0,2019267.0,2019267.0,143276.08,143276.08,23351.5,119924.58,9943.26,4971.63,4971.63,23351.5,143276.08,23351.5,119924.58,9943.26,4971.63,4971.63,119924.58,9943.26,4971.63,2537.3,1207.27,241.45,1088.58,,,,4971.63,5784.73,,,,,,,,
3303,637194.0,637194.0,637194.0,618124.0,618124.0,618124.0,0.0,0.0,0.0,2318981.0,2318981.0,2318981.0,0.0,0.0,0.0,637194.0,0.0,1.03,0.0,381399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8399.0,2758048.0,4405050.0,4695589.0,441316.0,4245253.0,4371343.0,130740.0,130740.0,130740.0,99094.0,99094.0,99094.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7927.5,,,,,,,,
3306,93189.0,,,7396.0,,,,,,1180.0,,,,,,93189.0,,1.0,,,,,,,,,,,,,,,,,,,74.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,130188.0,31660.0,,
3307,3663169.0,3663169.0,3663169.0,2592964.0,2592964.0,2592964.0,,,,47220.0,47220.0,47220.0,,,,3663169.0,11673.0,1.0,,755066.0,,,,,,,,,,,565349.0,8202511.0,14545150.0,753533.0,6526957.0,10873509.0,57444.0,57444.0,57444.0,11067.0,11067.0,11067.0,885.34,885.34,885.34,,,,,885.34,885.34,885.34,,,,,,,,,,,,,,,,,,,,,,,,
3309,13923.0,,,0.0,,,,,,1188.0,,,,,,13923.0,,1.0,,,,,,,,,,,,,,,,,,,,,,251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.08,,,,,13779.0,7814.0,,
3311,25866909.0,25866909.0,25866909.0,643619.0,643619.0,643619.0,9076.0,9076.0,9076.0,107062312.0,107062312.0,107062312.0,0.0,0.0,0.0,25866909.0,3337555.0,1.0,1608950.0,51857688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20733.0,17216857.0,9284523.0,39726445.0,41084286.0,18261609.0,27805032.0,8034071.0,8034071.0,8034071.0,103538.0,103538.0,103538.0,8232.21,8232.21,8232.21,0.0,0.0,0.0,0.0,8232.21,8232.21,8232.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.86,0.0,0.0,0.0,50.86,,,,,,,,
3312,547814.0,547814.0,547814.0,85533.0,85533.0,85533.0,0.0,0.0,0.0,810207.0,810207.0,810207.0,0.0,0.0,0.0,547814.0,152613.0,1.04,0.0,66851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2068795.0,784205.0,3186092.0,15256.0,628448.0,736014.0,19061.0,19061.0,19061.0,2337496.0,2337496.0,2337496.0,186999.64,186999.64,20953.84,166045.8,0.0,0.0,0.0,20953.84,186999.64,20953.84,166045.8,0.0,0.0,0.0,166045.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
