,Ар1.0,Ар1.1,Ар1.2,Ар2.0,Ар2.1,Ар2.2,Ар3.0,Ар3.1,Ар3.2,Ар4.0,Ар4.1,Ар4.2,Ар5.0,Ар5.1,Ар5.2,Ариск0,БК,Кф,Кинс,Крд,КРФмп0,КРФрп0,КРФсп0,КРФмп1,КРФрп1,КРФсп1,КРФмп2,КРФрп2,КРФсп2,Крис,Кскр,Лам,Лат,ОД,Овм,Овт,ПК0,ПК1,ПК2,РР0,РР1,РР2,ПР0,ПР1,ОПР1,СПР1,ФР1,ОФР1,СФР1,ОПР0,ПР2,ОПР2,СПР2,ФР2,ОФР2,СФР2,СПР0,ФР0,ОФР0,ТР,ОТР,ДТР,ГВР(ТР),ГВР(ВР),ГВР(ПР),ГВР(ФР),СФР0,ВР,Ф,Кбр,Кр,Кз,Лат1,О,ВО,Лат1.1
121,50804103.0,50804103.0,50804103.0,296727.0,296727.0,296727.0,0.0,0.0,0.0,11264524.0,11264524.0,11264524.0,0.0,0.0,0.0,64093297.0,0.0,1.0,0.0,3888747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8457.0,32127966.0,9033985.0,19531135.0,536709.0,12755533.0,19695995.0,4200386.0,4200386.0,4200386.0,95392763.0,95392763.0,95392763.0,4163744.0,4163744.0,2830869.0,1332875.0,3467677.0,1840273.0,1627404.0,2830869.0,4163744.0,2830869.0,1332875.0,3467677.0,1840273.0,1627404.0,1332875.0,3467677.0,1840273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1627404.0,0.0,,,,,,,,
1281,418298.0,,418298.0,39538.0,,39538.0,,,,1391485.0,,1391466.0,,,,418298.0,36573.0,1.0,,,,,,,,,,,,,,233602.0,492389.0,,,488419.0,122220.0,,122220.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
1288,3047786.0,,3047786.0,21263.0,,21263.0,,,,3415970.0,,3024698.0,,,,3810067.0,,1.0,,,,,,,,,,,,,,1220336.0,4138020.0,,,4660739.0,588262.0,,588262.0,117363.0,,117363.0,6412.03,0.0,0.0,0.0,0.0,0.0,0.0,2428.98,6412.03,2428.98,3983.05,0.0,0.0,0.0,3983.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2977.03,,,,,,,,
1291,1263928.0,,1263928.0,145.0,,145.0,,,,180313.0,,136571.0,,,,1263928.0,,1.0,,,,,,,,,,,,,,,1279532.0,,,619029.0,21439.0,,21439.0,2113.0,,2113.0,169.0,,,,,,,68.0,169.0,68.0,101.0,,,,101.0,,,,,,,,,,,,,,,,,,,
1293,5099062.0,,5099062.0,61120.0,,61120.0,356244.0,,356244.0,1689710.0,,1676054.0,,,,5312475.0,79950.0,1.05,,,,,,,,,,,,,,5334100.0,6953607.0,,,5338218.0,52523.0,,52523.0,212315.0,,212315.0,14793.22,0.0,0.0,0.0,0.0,0.0,0.0,8261.07,14793.22,8261.07,6532.15,0.0,0.0,0.0,6532.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2192.01,,,,,,,,
1307,15305988.0,15305988.0,15305988.0,1772714.0,1772714.0,1772714.0,1123088.0,1123088.0,1123088.0,7716920.0,7448646.0,7448646.0,0.0,0.0,0.0,15305988.0,345489.0,0.9,213750.0,5288369.0,,,,,,,,,,22128.0,7183644.0,15698610.0,39483199.0,1587548.0,16205959.0,32758463.0,2200120.0,2200120.0,2200120.0,10558065.0,10558065.0,10558065.0,834654.89,834654.89,218856.76,615798.13,9990.18,4995.09,4995.09,218856.76,834654.89,218856.76,615798.13,9990.18,4995.09,4995.09,615798.13,9990.18,4995.09,0.13,0.11,0.02,,,,,4995.09,0.0,,,,,,,,
1309,183575.0,,183575.0,839.0,,839.0,,,,147802.0,,35042.0,,,,183575.0,4675.0,1.0,,,,,,,,,,,,,,183487.0,185571.0,,,204808.0,126302.0,,126302.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
1312,1517804.0,,1517804.0,3248.0,,3248.0,,,,1316712.0,,1118894.0,,,,1517804.0,10608.0,1.0,,,,,,,,,,,,,,192419.0,1579039.0,,,1081909.0,194066.0,,194066.0,,,,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
1317,4972250.0,4972250.0,4972250.0,158382.0,158382.0,158382.0,0.0,0.0,0.0,2130081.0,1425463.0,1425463.0,0.0,0.0,0.0,4972250.0,0.0,1.0,9276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829006.0,661063.0,5971547.0,0.0,2930785.0,3000767.0,790387.0,790387.0,790387.0,544569.0,544569.0,544569.0,43565.5,43565.5,3505.27,40060.23,0.0,0.0,0.0,3505.27,43565.5,3505.27,40060.23,0.0,0.0,0.0,40060.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
1319,4938996.0,4938996.0,4938996.0,10694.0,10694.0,10694.0,,,,13409226.0,13617564.0,13617564.0,,,,4938996.0,,1.01,,5225314.0,,,,,,,,,,5174.0,15156454.0,3382877.0,7154203.0,7049574.0,1539539.0,2392803.0,4408233.0,4408233.0,4408233.0,198.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,15.85,,,,,,,,
1326,239504867.0,239504867.0,239504867.0,45745017.0,45745017.0,45745017.0,1379184.0,1379184.0,1379184.0,2379988553.0,2373565208.0,2373565208.0,5321.0,5321.0,5321.0,503154931.0,83236190.0,1.0,5853163.0,1422209994.0,0.0,16347.0,0.0,0.0,16347.0,0.0,0.0,16347.0,0.0,491913.0,1009722009.0,634653557.0,1049808913.0,338690737.0,1575778309.0,1982045383.0,82418994.0,82418994.0,82418994.0,188442864.0,188442864.0,188442864.0,12098394.63,12098394.63,3523094.61,8575300.02,199566.99,55180.18,108975.93,3523094.61,12098394.63,3523094.61,8575300.02,199566.99,55180.18,108975.93,8575300.02,199566.99,55180.18,37225.28,24145.03,4829.01,8251.24,1191814.5,0.0,35410.88,108975.93,2740242.21,,,,,,,,
1329,2222858.0,2222858.0,2222858.0,4994.0,4994.0,4994.0,6403.0,6403.0,6403.0,5308928.0,5350893.0,5350893.0,,,,2222858.0,,0.99,,1552037.0,,,,,,,,,,11163.0,3012919.0,2386253.0,4420214.0,1863036.0,1390786.0,1565241.0,1133161.0,1500605.0,1500605.0,654640.0,654640.0,654640.0,52341.45,52341.45,4365.54,47975.91,,,,4365.54,52341.45,4365.54,47975.91,,,,47975.91,,,29.76,24.8,4.96,,,,,,,,,,,,,,
1343,8462541.0,8462541.0,8462541.0,856002.0,856002.0,856002.0,49737.0,49737.0,49737.0,40066474.0,39898489.0,39898489.0,,,,8462541.0,,0.99,,29558534.0,,,,,,,,,,126144.0,5618299.0,5852143.0,23518737.0,16117425.0,15043034.0,35653528.0,2254849.0,2254849.0,2254849.0,4213.0,4213.0,4213.0,,,,,,,,,,,,,,,,,,337.0,281.0,56.0,,,,,,,,,,,,,,
1352,4188466.0,4188466.0,4188466.0,190372.0,190372.0,190372.0,,,,1964085.0,1755110.0,1755110.0,,,,4188466.0,,1.01,,951993.0,,,,,,,,,,4170.0,412752.0,849851.0,5416458.0,2145435.0,2456955.0,2854823.0,352132.0,352132.0,352132.0,318730.0,318730.0,318730.0,4091.14,4091.14,225.5,3865.64,21407.3,10703.65,10703.65,225.5,4091.14,225.5,3865.64,21407.3,10703.65,10703.65,3865.64,21407.3,10703.65,,,,,,,,10703.65,,,,,,,,,
1354,70206070.0,70206070.0,70206070.0,4509742.0,4509742.0,4509742.0,,,,84746337.0,84518411.0,84518411.0,,,,70206070.0,2220816.0,1.0,769045.0,64598558.0,,,,,,,,,,92862.0,41841626.0,11580008.0,43359596.0,38363190.0,90799291.0,104763036.0,2018605.0,2018605.0,2018605.0,816148.0,816148.0,816148.0,65291.86,65291.86,7259.38,58032.48,,,,7259.38,65291.86,7259.38,58032.48,,,,58032.48,,,,,,,,,,,,,,,,,,,
1370,1897009.0,,1897009.0,3067.0,,3067.0,13629.0,,13629.0,883406.0,,861770.0,,,,1897009.0,,1.0,,,,,,,,,,,,,,876923.0,3008444.0,,,1963538.0,22285.0,,22285.0,66989.0,,66989.0,,,,,,,,,,,,5359.16,2679.58,2679.58,,5359.16,2679.58,,,,,,,,2679.58,,,,,,,,,
1376,1065366.0,1065366.0,1065366.0,57355.0,57355.0,57355.0,,,,2937069.0,2937069.0,2937069.0,,,,3793516.0,81915.0,1.01,,1099067.0,,,,,,,,,,12433.0,3064358.0,3794965.0,5078240.0,119040.0,2174152.0,3419016.0,64971.0,64971.0,64971.0,5183357.0,5183357.0,5183357.0,409644.04,409644.04,169676.95,239967.09,5024.48,2512.24,2512.24,169676.95,409644.04,169676.95,239967.09,5024.48,2512.24,2512.24,239967.09,5024.48,2512.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2512.24,0.0,,,,,,,,
1399,1570435.0,,1570435.0,102352.0,,102352.0,,,,959189.0,,973652.0,,,,1570435.0,2260.0,1.0,,,,,,,,,,,,,,824881.0,2075647.0,,,1695853.0,57280.0,,69357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
1405,225125.0,,225125.0,969.0,,969.0,7383.0,,7383.0,1028763.0,,997808.0,0.0,,0.0,225125.0,0.0,1.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,480327.0,601177.0,,,815646.0,496003.0,,496003.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
1411,487477.0,487477.0,487477.0,40049.0,40049.0,40049.0,0.0,0.0,0.0,1201924.0,1168500.0,1168500.0,0.0,0.0,0.0,487477.0,25050.0,1.0,0.0,483201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2143.0,1147845.0,647048.0,678938.0,21941.0,736431.0,854924.0,552473.0,552473.0,552473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
1439,37315594.0,37315594.0,37315594.0,3535256.0,3535256.0,3535256.0,37245.0,37245.0,37245.0,161032154.0,158370330.0,158370330.0,404.0,404.0,404.0,37315594.0,5419963.0,1.0,50507.0,109562397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235450.0,25009552.0,26529298.0,60911349.0,8024199.0,59663172.0,92768389.0,16462254.0,16462254.0,16462254.0,949238.0,949238.0,949238.0,65621.0,65621.0,11806.0,53815.0,10318.0,5159.0,5159.0,11806.0,65621.0,11806.0,53815.0,10318.0,5159.0,5159.0,53815.0,10318.0,5159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5159.0,0.0,,,,,,,,
1455,1973414.0,,1973414.0,19690.0,,19690.0,,,,3932365.0,,3722659.0,,,,1973414.0,137500.0,1.0,,,,,,,,,,,,,,501197.0,2358237.0,,,1399924.0,600049.0,,600049.0,46538.0,,46538.0,,,,,,,,,,,,,,,,,,,,,,,,,,3723.0,,,,,,,,
1460,24107835.0,24107835.0,24107835.0,263972.0,263972.0,263972.0,219239.0,219239.0,219239.0,126735519.0,122739664.0,122739664.0,0.0,0.0,0.0,24107835.0,5385290.0,1.0,1442266.0,79115901.0,,,,,,,,,,182840.0,12750033.0,23612451.0,59952407.0,6691594.0,24681098.0,38324345.0,19879690.0,19879690.0,19879690.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,83275761.0,83275761.0,83275761.0,6058942.0,6058942.0,6058942.0,37983.0,37983.0,37983.0,74285784.0,74196055.0,74196055.0,1050.0,1050.0,1050.0,83275761.0,0.0,1.0,180313.0,50748104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92771.0,40598322.0,60810605.0,80471957.0,7563124.0,65686419.0,122028087.0,26857399.0,26857399.0,26857399.0,30407342.0,30407342.0,30407342.0,2432303.84,2432303.84,540749.68,1891554.16,0.0,0.0,0.0,540749.68,2432303.84,540749.68,1891554.16,0.0,0.0,0.0,1891554.16,0.0,0.0,283.49,236.24,47.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
1478,88772.0,15486.0,15486.0,0.0,0.0,0.0,0.0,0.0,0.0,121336.0,322889.0,308966.0,0.0,0.0,0.0,88772.0,0.0,1.0,0.0,97607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79100.0,,88743.0,12000.0,,44151.0,181608.0,30150.0,30150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
1481,3294461875.0,3294461875.0,3294461875.0,247850218.0,252357357.0,252357357.0,216073659.0,216073659.0,216073659.0,3694327328.0,3613991844.0,3613991844.0,0.0,0.0,0.0,3296360675.0,616660773.0,1.0,575614752.0,14478801539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20668709.0,3830031347.0,3475545480.0,5593921721.0,3756817571.0,7391586119.0,10081561720.0,2797452705.0,2797464023.0,2797464023.0,633954475.0,633954475.0,633954475.0,24831281.0,24831281.0,17483554.0,7217653.0,8952477.0,4146061.0,4170006.0,17483554.0,24831281.0,17483554.0,7217653.0,8952477.0,4146061.0,4170006.0,7217653.0,8952477.0,4146061.0,8129768.0,4216410.0,3895472.0,17886.0,1218808.0,130074.0,636410.0,4170006.0,8802832.0,,,,,,,,
1557,9959224.0,9959224.0,9959224.0,216144.0,216144.0,216144.0,,,,81041651.0,81432470.0,81432470.0,,,,9959224.0,1347513.0,1.0,107801.0,44732456.0,,,35201.0,,,35201.0,,,35201.0,18821.0,91585791.0,2358973.0,10094862.0,9572462.0,1350112.0,19720726.0,6306522.0,6306522.0,6306522.0,49779.0,49779.0,49779.0,,,,,,,,,,,,,,,,,,,,,,,,,,3982.32,,,,,,,,
1573,2258719.0,2258719.0,2258719.0,66855.0,66855.0,66855.0,1060915.0,1060915.0,1060915.0,9879250.0,9878704.0,9878704.0,0.0,0.0,0.0,2258719.0,68205.0,1.04,147450.0,2380740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3818.0,7857062.0,2672344.0,7866897.0,1329239.0,6042171.0,7467053.0,1150620.0,1150620.0,1150620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
1614,2541381.0,2541381.0,2541381.0,40467.0,40467.0,40467.0,,,,1960836.0,1960836.0,1960836.0,,,,2541381.0,168630.0,1.05,,1361945.0,,,,,,,,,,994.0,41789.0,2643769.0,2820822.0,882647.0,1039541.0,1395967.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
1637,6074484.0,6074484.0,6074484.0,294700.0,294700.0,294700.0,105407.0,105407.0,105407.0,15161901.0,14908550.0,14908550.0,0.0,0.0,0.0,28965111.0,0.0,1.0,0.0,8401166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20532.0,15794740.0,26362677.0,44180758.0,2433047.0,23780020.0,26370118.0,3852694.0,3852694.0,3852694.0,28716653.0,28716653.0,28716653.0,2243497.83,2243497.83,645688.36,1597809.47,13954.4,6977.2,6977.2,645688.36,2243497.83,645688.36,1597809.47,13954.4,6977.2,6977.2,1597809.47,13954.4,6977.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6977.2,39880.0,,,,,,,,
