,Ариск0,АРБ0,АРС0,АРЦК0,АРпр0,АРБ1,АРС1,АРЦК1,АРпр1,АРБ2,АРС2,АРЦК2,АРпр2,АРФЛ,АРкорп,АРМБР,АРМСП,БК2.0,БК2.1,БК2.2,Метод,ПК2.0,ПК2.1,ПК2.2,Кф,Кинс,Крд,КРФмп0,КРФрп0,КРФсп0,КРФмп1,КРФрп1,КРФсп1,КРФмп2,КРФрп2,КРФсп2,Кскр,Лам,Лат,ОД,Овм,Овт,РР0,РР1,РР2,ПР0,ПР1,ОПР1,СПР1,ФР1,ОФР1,СФР1,ОПР0,ПР2,ОПР2,СПР2,ФР2,ОФР2,СФР2,СПР0,ФР0,ОФР0,ТР,ОТР,ДТР,ГВР(ТР),ГВР(ВР),ГВР(ПР),ГВР(ФР),СФР0,ВР,Ар1.0,Ар1.2,Ар2.0,Ар2.2,Ар4.0,Ар4.2,БК,ПК0,ПК2,Ар1.1,Ар2.1,Ар4.1,ПК1,Ар3.0,Ар3.1,Ар3.2,Ар5.0,Ар5.1,Ар5.2,Ф,Кбр,Кр,Кз,Лат1,О,ВО,Лат1.1
1071,672649.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,849241.0,1247317.0,,,1121128.0,230262.0,,230262.0,17638.91,,,,,,,8375.77,17638.91,8375.77,9263.14,,,,9263.14,,,,,,,,,,,782.03,672649.0,672649.0,16063.0,16063.0,412040.0,368018.0,45478.0,461276.0,518433.0,,,,,,,,,,,,,,,,,,
1087,2010125.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,5486.0,,,,,,,,,,342798.0,12622496.0,15341380.0,13553.0,14023185.0,14507706.0,267288.0,267288.0,267288.0,16501.64,16501.64,14169.02,2332.62,,,,14169.02,16501.64,14169.02,2332.62,,,,2332.62,,,,,,,,,,,4881.39,2010125.0,2010125.0,1944432.0,1944432.0,3567882.0,3524087.0,,,,2010125.0,1944432.0,3524087.0,,,,,,,,,,,,,,,
1114,202521.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.18,,,,,,,,,,,,,105624.0,459093.0,,,309697.0,7429.0,,7429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.32,202521.0,202521.0,49695.0,49695.0,491509.0,410317.0,,41952.0,41952.0,,,,,,,,,,,,,,,,,,
1115,317986.0,,,,,,,,,,,,,,,,,,,,1.0,,,,0.99,,,,,,,,,,,,,246081.0,1226687.0,,,548221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317986.0,317986.0,175920.0,175920.0,783088.0,783088.0,,226718.0,226718.0,,,,,0.0,,0.0,0.0,,0.0,,,,,,,,
1136,631403.0,,,,,,,,,,,,,,,,,,,,1.0,,,,0.99,,,,,,,,,,,,,597752.0,671509.0,,,792570.0,10227.0,,10227.0,,,,,,,,,,,,,,,,,,,,,,,,,,818.16,631403.0,631403.0,214.0,214.0,896246.0,845085.0,,232094.0,232094.0,,,,,,,,,,,,,,,,,,
1143,933446.0,,,,,,,,,,,,,,,,,,,,1.0,,,,0.94,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,2904715.0,3734956.0,,,2354596.0,992655.0,,992655.0,79412.38,0.0,0.0,0.0,0.0,0.0,0.0,36106.23,79412.38,36106.23,43306.15,0.0,0.0,0.0,43306.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,933446.0,933446.0,36198.0,36198.0,2101004.0,2101004.0,0.0,117535.0,117535.0,,,,,0.0,,0.0,0.0,,0.0,,,,,,,,
1144,1568739.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,746161.0,2166649.0,,,1600967.0,18082.0,,18082.0,,,,,,,,,,,,,,,,,,,,,,,,,,1446.56,1568739.0,1568739.0,6137.0,6137.0,2595424.0,2554377.0,,46767.0,46767.0,,,,,,,,,,,,,,,,,,
1151,418636.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.01,,,,,,,,,,,,,212163.0,528296.0,,,502963.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418636.0,418636.0,18600.0,18600.0,918451.0,891029.0,,134948.0,134948.0,,,,,,,,,,,,,,,,,,
1158,2759315.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,2761963.0,,,,,,,,,,1888167.0,961945.0,4558925.0,41712.0,3521072.0,4060454.0,1785874.0,1785874.0,1785874.0,138481.31,138481.31,31210.4,107270.91,4388.64,2194.32,2194.32,31210.4,138481.31,31210.4,107270.91,4388.64,2194.32,2194.32,107270.91,4388.64,2194.32,,,,,,,,2194.32,0.0,2611001.0,2611001.0,26142.0,26142.0,2867533.0,2650270.0,,621502.0,621502.0,2611001.0,26142.0,2650270.0,621502.0,565.0,565.0,565.0,,,,,,,,,,,
1189,1403100.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,0.0,18091254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2278457.0,3070178.0,4758850.0,1139943.0,3174456.0,126561.0,126561.0,126561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10124.87,1403100.0,1403100.0,12588.0,12588.0,22862442.0,22862442.0,806035.0,936668.0,936668.0,1403100.0,12588.0,22862442.0,936668.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
121,61900912.0,,,,,,,,,,,,,,,,,,,,1.0,,,,0.94,0.0,5204204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27295810.0,16485683.0,24679519.0,522441.0,14499122.0,17109211.0,77250925.0,77250925.0,77250925.0,4198223.0,4198223.0,3012845.0,1185378.0,1928572.0,964286.0,964286.0,3012845.0,4198223.0,3012845.0,1185378.0,1928572.0,964286.0,964286.0,1185378.0,1928572.0,964286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,964286.0,53279.0,51094119.0,51094119.0,281443.0,281443.0,11588610.0,11588610.0,0.0,4302684.0,4302684.0,51094119.0,281443.0,11588610.0,4302684.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
1281,461819.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,404246.0,485841.0,,,290214.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461819.0,461819.0,23407.0,23407.0,1384349.0,1384330.0,30803.0,168499.0,168499.0,,,,,,,,,,,,,,,,,,
1288,2548936.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,1742352.0,2790425.0,,,3297661.0,61635.0,,61635.0,2195.27,0.0,0.0,0.0,0.0,0.0,0.0,2195.27,2195.27,2195.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2735.51,1789171.0,1789171.0,11699.0,11699.0,3474966.0,3069799.0,,546749.0,546749.0,,,,,,,,,,,,,,,,,,
1291,1269546.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,1278074.0,,,608761.0,6238.0,,6238.0,499.0,,,,,,,65.0,499.0,65.0,434.0,,,,434.0,,,,,,,,,,,,1269546.0,1269546.0,117.0,117.0,178472.0,134730.0,,17816.0,17816.0,,,,,,,,,,,,,,,,,,
1293,5786323.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.15,,,,,,,,,,,,,5409214.0,5489199.0,,,5627353.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5786323.0,5786323.0,47593.0,47593.0,1561891.0,1545821.0,81163.0,66444.0,66444.0,,,,,408883.0,,408883.0,,,,,,,,,,,
1307,16775216.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,213750.0,5488935.0,,,,,,,,,,7428818.0,8251116.0,32038209.0,1848217.0,15117230.0,26655869.0,10540316.0,10540316.0,10540316.0,833247.75,833247.75,226286.22,606961.53,9977.36,4988.68,4988.68,226286.22,833247.75,226286.22,606961.53,9977.36,4988.68,4988.68,606961.53,9977.36,4988.68,0.13,0.11,0.02,,,,,4988.68,,16775216.0,16775216.0,685283.0,685283.0,6367712.0,6100337.0,450121.0,2465111.0,2465111.0,16775216.0,685283.0,6100337.0,2465111.0,46407.0,46407.0,46407.0,,,,,,,,,,,
1309,64696.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,63886.0,65322.0,,,81529.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64696.0,64696.0,841.0,841.0,117844.0,31044.0,135.0,111222.0,111222.0,,,,,,,,,,,,,,,,,,
1312,1206100.0,,,,,,,,,,,,,,,,,,,,1.0,,,,0.98,,,,,,,,,,,,,1284816.0,1301036.0,,,863770.0,,,,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206100.0,1206100.0,9347.0,9347.0,1397232.0,1199414.0,14253.0,192771.0,192771.0,,,,,,,,,,,,,,,,,,
1317,4701550.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.01,9276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930493.0,899841.0,5933917.0,0.0,4626094.0,4643651.0,558624.0,558624.0,558624.0,44689.9,44689.9,3595.74,41094.16,0.0,0.0,0.0,3595.74,44689.9,3595.74,41094.16,0.0,0.0,0.0,41094.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4701550.0,4701550.0,199487.0,199487.0,2914746.0,2210128.0,0.0,783767.0,783767.0,4701550.0,199487.0,2210128.0,783767.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
1319,3999416.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.01,,4822707.0,,,,,,,,,,17093197.0,2927829.0,6307691.0,6910778.0,1598278.0,2863099.0,174.0,174.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,13.9,3999416.0,3999416.0,106059.0,106059.0,15531931.0,15785765.0,,4589617.0,4589617.0,3999416.0,106059.0,15785765.0,4589617.0,,,,,,,,,,,,,,
1326,674662470.0,33044344.0,3270821.0,2687322.0,144369148.0,33044344.0,3270821.0,2687322.0,137947271.0,33044344.0,3270821.0,2687322.0,137947271.0,665983373.0,1516838611.0,0.0,17737572.0,103656686.0,103656686.0,103656686.0,2.0,52777467.0,52777467.0,52777467.0,1.0,6224465.0,1479161385.0,0.0,47521.0,0.0,0.0,47521.0,0.0,0.0,47521.0,0.0,597160530.0,627286882.0,1103737225.0,364567807.0,1830085667.0,2233178116.0,213762026.0,213762026.0,213762026.0,14101574.66,14101574.66,4160055.0,9941329.62,344336.61,13136.7,216452.36,4160055.0,14101574.66,4160055.0,9941329.62,344336.61,13136.7,216452.36,9941329.62,344336.61,13136.7,50763.17,39776.46,7955.29,3031.42,956830.58,190.04,114747.55,216452.36,2604287.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,1427594.0,15704.0,,73203.0,44627.0,15704.0,,73203.0,255338.0,15704.0,,73203.0,128674.0,1101045.0,4409433.0,,,,,,2.0,1223567.0,1687623.0,1687623.0,1.0,,1611570.0,,,,,,,,,,2935925.0,1542682.0,2306521.0,1667230.0,1299065.0,1543530.0,656175.0,656175.0,656175.0,52463.74,52463.74,4165.81,48297.93,,,,4165.81,52463.74,4165.81,48297.93,,,,48297.93,,,30.22,25.18,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,14560038.0,,,,,,,,,,,,,,,,,,,,1.0,,,,0.99,,28803291.0,,,,,,,,,,4375354.0,5976344.0,21782959.0,9810154.0,15675379.0,34553434.0,303888.0,303888.0,303888.0,24036.0,24036.0,0.0,24036.0,,,,0.0,24036.0,0.0,24036.0,,,,24036.0,,,275.0,229.0,46.0,,,,,,,14560038.0,14560038.0,751255.0,751255.0,40170540.0,40002555.0,,2298282.0,2298282.0,14560038.0,751255.0,40002555.0,2298282.0,50925.0,50925.0,50925.0,,,,,,,,,,,
1352,3766770.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.18,,1030656.0,,,,,,,,,,448106.0,927871.0,5804231.0,1506427.0,2951319.0,3345186.0,330381.0,330381.0,330381.0,1420.05,1420.05,45.81,1374.24,25010.46,12505.23,12505.23,45.81,1420.05,45.81,1374.24,25010.46,12505.23,12505.23,1374.24,25010.46,12505.23,,,,,,,,12505.23,,3766770.0,3766770.0,49024.0,49024.0,2182423.0,1973784.0,,409152.0,409152.0,3766770.0,49024.0,1973784.0,409152.0,,,,,,,,,,,,,,
1354,76303585.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,492624.0,78227032.0,,,,,,,,,,37953481.0,28542972.0,50442197.0,34793837.0,99739590.0,109814133.0,2803041.0,2803041.0,2803041.0,223743.73,223743.73,18599.56,205144.17,,,,18599.56,223743.73,18599.56,205144.17,,,,205144.17,,,499.56,416.3,83.26,,,,,,,76303585.0,76303585.0,3391745.0,3391745.0,123507980.0,123026996.0,2265917.0,4871195.0,4871195.0,76303585.0,3391745.0,123026996.0,4871195.0,,,,,,,,,,,,,,
1370,2135422.0,,,,,,,,,,,,,,,,,,,,1.0,,,,0.94,,,,,,,,,,,,,546557.0,2798538.0,,,1764655.0,293437.0,,293437.0,13066.22,,,,,,,13066.22,13066.22,13066.22,,7297.7,3648.85,3648.85,,7297.7,3648.85,,,,,,,,3648.85,3111.01,2135550.0,2135550.0,10275.0,10275.0,646591.0,624955.0,,22300.0,22300.0,,,,,14683.0,,14683.0,,,,,,,,,,,
1376,3356778.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.04,,1064561.0,,,,,,,,,,3272681.0,3443205.0,5254983.0,104418.0,1909889.0,3325786.0,5345037.0,5345037.0,5345037.0,425663.2,425663.2,141305.12,284358.08,1939.74,969.87,969.87,141305.12,425663.2,141305.12,284358.08,1939.74,969.87,969.87,284358.08,1939.74,969.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969.87,0.0,1380058.0,1380058.0,8654.0,8654.0,2896581.0,2896581.0,8065.0,76357.0,76357.0,1380058.0,8654.0,2896581.0,76357.0,,,,,,,,,,,,,,
1399,1440209.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,247453.0,1786370.0,,,1393797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1440209.0,1440209.0,62045.0,62045.0,1156238.0,1164218.0,1288.0,50705.0,69596.0,,,,,,,,,,,,,,,,,,
1405,92981.0,,,,,,,,,,,,,,,,,,,,1.0,,,,0.94,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,132866.0,241127.0,,,430559.0,10798.0,,10798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,863.87,92981.0,92981.0,334.0,334.0,863764.0,832809.0,0.0,467007.0,467007.0,,,,,9270.0,,9270.0,0.0,,0.0,,,,,,,,
1439,32458124.0,10947453.0,1180576.0,17350.0,4695836.0,10947453.0,1180576.0,17350.0,2022508.0,10947453.0,1180576.0,17350.0,2022508.0,78264984.0,61973800.0,0.0,0.0,5470380.0,5470380.0,5470380.0,2.0,16167541.0,16167541.0,16167541.0,1.0,50507.0,104663050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21841990.0,40317892.0,57809289.0,6607382.0,66446869.0,90195530.0,569125.0,569125.0,569125.0,34390.0,34390.0,8377.0,26013.0,11140.0,5570.0,5570.0,8377.0,34390.0,8377.0,26013.0,11140.0,5570.0,5570.0,26013.0,11140.0,5570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5570.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,1413986.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,491157.0,1697354.0,,,1258992.0,66988.0,,66988.0,,,,,,,,,,,,,,,,,,,,,,,,,,5359.0,1413986.0,1413986.0,9703.0,9703.0,4028067.0,3818361.0,137500.0,593874.0,593874.0,,,,,,,,,,,,,,,,,,
1460,36730314.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1444893.0,78357766.0,,,,,,,,,,10366120.0,23388278.0,39667939.0,5216235.0,29435599.0,39762928.0,523125.0,523125.0,523125.0,41850.0,41850.0,7494.0,34356.0,,,,7494.0,41850.0,7494.0,34356.0,,,,34356.0,,,,,,,,,,,,36730314.0,36730314.0,518751.0,518751.0,123987961.0,119778970.0,5127075.0,19866257.0,19866257.0,36730314.0,518751.0,119778970.0,19866257.0,19322.0,19322.0,19322.0,,,,,,,,,,,
1470,81653887.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,214003.0,49004414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43816937.0,50609390.0,77331475.0,5504522.0,77659735.0,112277842.0,31888270.0,31888270.0,31888270.0,2550516.76,2550516.76,531411.87,2019104.89,0.0,0.0,0.0,531411.87,2550516.76,531411.87,2019104.89,0.0,0.0,0.0,2019104.89,0.0,0.0,544.8,454.0,90.8,0.0,0.0,0.0,0.0,0.0,0.0,81664255.0,81664255.0,1654612.0,1654612.0,78817827.0,78612052.0,0.0,27125823.0,27125823.0,81664255.0,1654612.0,78612052.0,27125823.0,0.0,0.0,0.0,300.0,300.0,300.0,,,,,,,,
1478,55051.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,80412.0,0.0,0.0,0.0,,,,,,,72405.0,54920.0,57920.0,0.0,,5247.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55051.0,,0.0,,87780.0,,0.0,176236.0,,,,,,0.0,,,0.0,,,,,,,,,,
1481,2708446413.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,583203563.0,15446881226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4850909728.0,3210073695.0,5129382044.0,4571692101.0,8428694281.0,10635376115.0,816267550.0,816267550.0,816267550.0,29972901.0,29972901.0,19378900.0,9689870.0,6569049.0,2889780.0,3177863.0,19378900.0,29972901.0,19378900.0,9689870.0,6569049.0,2889780.0,3177863.0,9689870.0,6569049.0,2889780.0,13056855.0,8000227.0,5045059.0,11569.0,725525.0,904131.0,501406.0,3177863.0,15702599.0,2700985442.0,2700985442.0,276609295.0,282182323.0,3567685591.0,3494359606.0,696731585.0,2788188437.0,2788199754.0,2700985442.0,282182323.0,3494359606.0,2788199754.0,194334762.0,194334762.0,194334762.0,0.0,0.0,0.0,,,,,,,,
1557,6963121.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.16,107801.0,51326086.0,,,35295.0,,,35295.0,,,35295.0,96745547.0,1253950.0,12332719.0,7832526.0,3143492.0,22308931.0,196961.0,196961.0,196961.0,,,,,,,,,,,,,,,,,,,,,,,,,,15756.86,6963121.0,6963121.0,333717.0,333717.0,89905511.0,90194783.0,1347513.0,8009688.0,8009688.0,6963121.0,333717.0,90194783.0,8009688.0,,,,,,,,,,,,,,
